;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 17 MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;
;Programa: 453C Conservación y explotación de carreteras;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
17.38;;DIRECCIÓN GENERAL DE CARRETERAS;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;7.176,84;
;13;Laborales;;9.507,44;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;3.500,00;
;16000; Seguridad Social;3.500,00;;
;;TOTAL GASTOS DE PERSONAL;;20.184,28;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;146,23;
;22;Material, suministros y otros;;34.578,90;
;22502; Locales;89,93;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;34.725,13;
 ; ;;;;
;6;INVERSIONES REALES;;1.153.500,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE CARRETERAS;;1.208.409,41;
 ; ;;;;
 ; ;;;;
;;TOTAL Conservación y explotación de carreteras;;1.208.409,41;
;;



