;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 17 MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;
;Programa: 451M Estudios y servicios de asistencia técnica en Obras Públicas y Urbanismo;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
17.101;;CENTRO DE ESTUDIOS Y EXPERIMENTACIÓN DE OBRAS PÚBLICAS;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;1.320,55;
;150;Productividad;;1.167,95;
;151;Gratificaciones;;152,60;
;16000; Seguridad Social;3.592,54;;
;16200; Formación y perfeccionamiento del personal;50,00;;
;16204; Acción social;63,65;;
;;TOTAL GASTOS DE PERSONAL;;21.118,43;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;202;Arrendamientos de edificios y otras construcciones;;2,22;
;22601; Atenciones protocolarias y representativas;1,64;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;6.179,08;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;244,10;
;481;Becas del CEDEX;;180,00;
;482;Cuotas a asociaciones técnicas nacionales;;14,10;
;486;Ayudas por jubilación al personal del CEDEX;;50,00;
;49;Al exterior;;75,62;
;492;Cuotas a Organismos Internacionales;;75,62;
;;TOTAL TRANSFERENCIAS CORRIENTES;;319,72;
 ; ;;;;
;6;INVERSIONES REALES;;5.740,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;38,32;
;830;Préstamos a corto plazo;;19,00;
;831;Préstamos a largo plazo;;19,32;
;;TOTAL ACTIVOS FINANCIEROS;;38,32;
 ; ;;;;
;;TOTAL CENTRO DE ESTUDIOS Y EXPERIMENTACIÓN DE OBRAS PÚBLICAS;;33.395,55;
 ; ;;;;
 ; ;;;;
;;TOTAL Estudios y servicios de asistencia técnica en Obras Públicas y Urbanismo;;33.395,55;
;;



