;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 17 MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;
;Programa: 453A Infraestructura del transporte ferroviario;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;17.40;;Total;
1;GASTOS DE PERSONAL;2.322,86;;2.322,86;
10; Altos cargos;61,04;;61,04;
12; Funcionarios;1.956,82;;1.956,82;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;305,00;;305,00;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;549,25;;549,25;
22; Material, suministros y otros;549,25;;549,25;
4;TRANSFERENCIAS CORRIENTES;293.254,00;;293.254,00;
44; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;292.204,00;;292.204,00;
47; A empresas privadas;1.050,00;;1.050,00;
6;INVERSIONES REALES;18.200,00;;18.200,00;
60; Inversión nueva en infraestructuras y bienes destinados al uso general;16.200,00;;16.200,00;
64; Gastos de inversiones de carácter inmaterial;2.000,00;;2.000,00;
7;TRANSFERENCIAS DE CAPITAL;175.780,00;;175.780,00;
75; A Comunidades Autónomas;175.780,00;;175.780,00;
8;ACTIVOS FINANCIEROS;1.243.138,00;;1.243.138,00;
87; Aportaciones patrimoniales;1.243.138,00;;1.243.138,00;
;TOTAL;1.733.244,11;;1.733.244,11;
;;



