;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 17 MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;
;Programa: 495A Desarrollo y aplicación de la información geográfica española;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
17.18;;DIRECCIÓN GENERAL DEL INSTITUTO GEOGRÁFICO NACIONAL;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;11.020,48;
;13;Laborales;;3.558,51;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;2.250,00;
;16000; Seguridad Social;2.250,00;;
;;TOTAL GASTOS DE PERSONAL;;16.890,03;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;2.307,05;
;22502; Locales;9,63;;
;22601; Atenciones protocolarias y representativas;2,25;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;2.307,05;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;618,59;
;480;Cuotas y contribuciones a Organismos e Instituciones Nacionales;;3,62;
;482;Subvención a la Real Sociedad Geográfica;;20,00;
;483;Subvención al Observatorio del Ebro;;10,00;
;484;Becas y ayudas en áreas de astronomía, geofísica, geodesia, teledetección y documentación geográfica;;584,97;
;49;Al exterior;;1.395,81;
;491;Cuotas a Organismos Internacionales;;1.395,81;
;;TOTAL TRANSFERENCIAS CORRIENTES;;2.014,40;
 ; ;;;;
;6;INVERSIONES REALES;;11.068,94;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;75;A Comunidades Autónomas;;350,00;
;752;Apoyo al funcionamiento del Sistema Cartográfico Nacional (S.C.N.);;350,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;350,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DEL INSTITUTO GEOGRÁFICO NACIONAL;;32.630,42;
 ; ;;;;
 ; ;;;;
17.102;;CENTRO NACIONAL DE INFORMACIÓN GEOGRÁFICA;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;252,07;
;150;Productividad;;221,45;
;151;Gratificaciones;;30,62;
;16000; Seguridad Social;197,99;;
;16200; Formación y perfeccionamiento del personal;1,78;;
;16201; Economatos y comedores;40,00;;
;16204; Acción social;15,82;;
;;TOTAL GASTOS DE PERSONAL;;2.929,92;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22502; Locales;2,20;;
;22601; Atenciones protocolarias y representativas;1,64;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;2.523,30;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;31;De préstamos en euros;;0,45;
;310;Intereses;;0,45;
;35;Intereses de demora y otros gastos financieros;;12,33;
;352;Intereses de demora;;5,33;
;359;Otros gastos financieros;;7,00;
;;TOTAL GASTOS FINANCIEROS;;12,78;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;26,00;
;480;Premio Nacional de Ciencias Geográficas;;20,00;
;486;Premios por jubilación al personal del Organismo;;6,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;26,00;
 ; ;;;;
;6;INVERSIONES REALES;;7.839,36;
 ; ;;;;
;;TOTAL CENTRO NACIONAL DE INFORMACIÓN GEOGRÁFICA;;13.331,36;
 ; ;;;;
 ; ;;;;
;;TOTAL Desarrollo y aplicación de la información geográfica española;;45.961,78;
;;



