;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 17 MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;
;Programa: 453A Infraestructura del transporte ferroviario;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
17.40;;DIRECCIÓN GENERAL DEL SECTOR FERROVIARIO;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;1.956,82;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;305,00;
;16000; Seguridad Social;305,00;;
;;TOTAL GASTOS DE PERSONAL;;2.322,86;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;549,25;
;22601; Atenciones protocolarias y representativas;2,25;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;549,25;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;292.204,00;
;441;Sociedad "Línea Figueras-Perpiñán S.A" para la explotación y mantenimiento de la sección internacional de la línea ferroviaria entre España y Francia;;3.200,00;
;443;ADIF para compensación del segmento de administración de red;;194.238,00;
;444;ADIF-Alta Velocidad para compensación de reducción de tarifas;;30.000,00;
;445;ADIF para compensación de reducción de tarifas;;15.762,00;
;446;ADIF para compensación del resto de actividades;;49.004,00;
;47;A empresas privadas;;1.050,00;
;470;Ayudas a empresas ferroviarias de transporte de mercancías por restricciones temporales de capacidad;;1.050,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;293.254,00;
 ; ;;;;
;6;INVERSIONES REALES;;18.200,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;75;A Comunidades Autónomas;;175.780,00;
;752;A la comunidad Autónoma de Euskadi por la disposición adicional cuarta de la Ley 12/2002 y disposiciones concordantes;;135.590,00;
;755;A la Junta de Andalucía para financiar la Línea 3 del Metro de Sevilla – Tramo Norte;;20.190,00;
;756;Al Gobierno de las Illes Balears para financiar una nueva línea de Tranvía en la Bahía de Palma;;20.000,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;175.780,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;87;Aportaciones patrimoniales;;1.243.138,00;
;871;ADIF-Alta Velocidad;;311.574,00;
;872;ADIF para financiar amortización endeudamiento;;35.938,00;
;873;ADIF para inversiones;;895.626,00;
;;TOTAL ACTIVOS FINANCIEROS;;1.243.138,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DEL SECTOR FERROVIARIO;;1.733.244,11;
 ; ;;;;
 ; ;;;;
;;TOTAL Infraestructura del transporte ferroviario;;1.733.244,11;
;;



