;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 17 MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;
;Programa: 451N Dirección y Servicios Generales de Transportes y Movilidad Sostenible;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
17.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;533,52;
;11;Personal eventual;;626,40;
;12;Funcionarios;;36.878,59;
;13;Laborales;;5.698,66;
;15;Incentivos al rendimiento;;13.282,39;
;150;Productividad;;12.436,23;
;151;Gratificaciones;;846,16;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;5.809,25;
;16000; Seguridad Social;3.845,65;;
;16200; Formación y perfeccionamiento del personal;624,10;;
;16201; Economatos y comedores;40,65;;
;16204; Acción social;572,09;;
;;TOTAL GASTOS DE PERSONAL;;62.828,81;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;898,37;
;202;Arrendamientos de edificios y otras construcciones;;748,00;
;21;Reparaciones, mantenimiento y conservación;;5.433,09;
;22;Material, suministros y otros;;11.500,09;
;22109; Labores Fábrica Nacional Moneda y Timbre;130,00;;
;22502; Locales;1.765,70;;
;22601; Atenciones protocolarias y representativas;27,21;;
;23;Indemnizaciones por razón del servicio;;3.301,60;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;21.133,15;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;10,31;
;352;Intereses de demora;;10,31;
;;TOTAL GASTOS FINANCIEROS;;10,31;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;1.196,77;
;480;Cuotas y contribuciones a Organismos e Instituciones Nacionales;;61,48;
;481;Programa de formación en la metodología BIM;;360,00;
;48101; A Building Smart Spanish Chapter;60,00;;
;482;Asociación Recreativo Cultural del MITMA;;6,94;
;484;Asociación de Padres de la Guardería Jardín de Infancia del MITMA, para las actividades propias del Centro;;180,25;
;485;Premio Nacional de Ingeniería Civil;;31,47;
;486;Premios por jubilación al personal del Departamento;;324,26;
;487;Becas de formación y perfeccionamiento;;170,37;
;488;Premios Matilde Ucelay;;45,00;
;489;Cuotas patronales de las becas para programas;;17,00;
;49;Al exterior;;68,00;
;492;Cuotas a Organismos Internacionales;;68,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;1.264,77;
 ; ;;;;
;6;INVERSIONES REALES;;9.622,80;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;76;A Entidades Locales;;500,00;
;760;A la Fira de Barcelona para la celebración del Salón del Automóvil;;500,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;500,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;153,78;
;830;Préstamos a corto plazo;;18,78;
;831;Préstamos a largo plazo;;135,00;
;;TOTAL ACTIVOS FINANCIEROS;;153,78;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;95.513,62;
 ; ;;;;
 ; ;;;;
17.02;;DIRECCIÓN GENERAL DE PROGRAMACIÓN ECONÓMICA Y PRESUPUESTOS;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;10,00;
;22601; Atenciones protocolarias y representativas;2,25;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;10,00;
 ; ;;;;
;6;INVERSIONES REALES;;1.968,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE PROGRAMACIÓN ECONÓMICA Y PRESUPUESTOS;;1.978,00;
 ; ;;;;
 ; ;;;;
17.03;;SECRETARÍA GENERAL TÉCNICA;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;113,30;
;22601; Atenciones protocolarias y representativas;2,25;;
;24;Gastos de publicaciones;;262,17;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;375,47;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;3,00;
;359;Otros gastos financieros;;3,00;
;;TOTAL GASTOS FINANCIEROS;;3,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;200,00;
;480;A la Asociación Española de Normalización (UNE);;200,00;
;49;Al exterior;;810,00;
;493;Cuotas a Organismos Internacionales;;810,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;1.010,00;
 ; ;;;;
;6;INVERSIONES REALES;;213,00;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL TÉCNICA;;1.601,47;
 ; ;;;;
 ; ;;;;
