;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 17 MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;
;Programa: 454O Comisión de Investigación de Accidentes e Incidentes Marítimos;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
17.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;527,88;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;54,00;
;16000; Seguridad Social;54,00;;
;;TOTAL GASTOS DE PERSONAL;;581,88;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;10,00;
;23;Indemnizaciones por razón del servicio;;55,30;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;65,30;
 ; ;;;;
;6;INVERSIONES REALES;;2.040,00;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;2.687,18;
 ; ;;;;
 ; ;;;;
;;TOTAL Comisión de Investigación de Accidentes e Incidentes Marítimos;;2.687,18;
;;



