;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 17 MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;
;Programa: 453B Creación de infraestructura de carreteras;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;17.38;;Total;
1;GASTOS DE PERSONAL;35.828,18;;35.828,18;
10; Altos cargos;61,04;;61,04;
12; Funcionarios;17.335,98;;17.335,98;
13; Laborales;13.430,38;;13.430,38;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;5.000,78;;5.000,78;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;759,91;;759,91;
22; Material, suministros y otros;759,91;;759,91;
6;INVERSIONES REALES;1.065.624,66;;1.065.624,66;
60; Inversión nueva en infraestructuras y bienes destinados al uso general;848.484,22;;848.484,22;
61; Inversión de reposición en infraestructuras y bienes destinados al uso general;215.809,00;;215.809,00;
64; Gastos de inversiones de carácter inmaterial;1.331,44;;1.331,44;
7;TRANSFERENCIAS DE CAPITAL;470.534,35;;470.534,35;
75; A Comunidades Autónomas;453.735,00;;453.735,00;
76; A Entidades Locales;16.799,35;;16.799,35;
8;ACTIVOS FINANCIEROS;20.800,00;;20.800,00;
83; Concesión de préstamos fuera del Sector Público;20.800,00;;20.800,00;
;TOTAL;1.593.547,10;;1.593.547,10;
;;



