;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 17 MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;
;Programa: 455M Regulación y supervisión de la aviación civil;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
17.34;;DIRECCIÓN GENERAL DE AVIACIÓN CIVIL;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;2.478,29;
;13;Laborales;;128,15;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;330,00;
;16000; Seguridad Social;330,00;;
;;TOTAL GASTOS DE PERSONAL;;2.997,48;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;1.210,62;
;22601; Atenciones protocolarias y representativas;2,25;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;1.210,62;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;0,19;
;352;Intereses de demora;;0,19;
;;TOTAL GASTOS FINANCIEROS;;0,19;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;49;Al exterior;;1.755,31;
;492;Cuotas a Organismos Internacionales;;1.755,31;
;;TOTAL TRANSFERENCIAS CORRIENTES;;1.755,31;
 ; ;;;;
;6;INVERSIONES REALES;;4.346,68;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE AVIACIÓN CIVIL;;10.310,28;
 ; ;;;;
 ; ;;;;
17.301;;AGENCIA ESTATAL DE SEGURIDAD AÉREA;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;1.622,99;
;150;Productividad;;1.584,69;
;151;Gratificaciones;;38,30;
;16200; Formación y perfeccionamiento del personal;400,00;;
;16201; Economatos y comedores;216,15;;
;16204; Acción social;48,48;;
;;TOTAL GASTOS DE PERSONAL;;23.308,18;
 ; ;;;;
;202;Arrendamientos de edificios y otras construcciones;;21,23;
;22109; Labores Fábrica Nacional Moneda y Timbre;2,00;;
;22502; Locales;65,23;;
;22601; Atenciones protocolarias y representativas;2,33;;
;;TOTAL AGENCIA ESTATAL DE SEGURIDAD AÉREA;;82.622,35;
 ; ;;;;
 ; ;;;;
;;TOTAL Regulación y supervisión de la aviación civil;;92.932,63;
;;



