;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 26 MINISTERIO DE SANIDAD;
;Programa: 313B Salud pública, sanidad exterior y calidad;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;26.07;;Total;
1;GASTOS DE PERSONAL;8.648,49;;8.648,49;
10; Altos cargos;61,04;;61,04;
12; Funcionarios;7.010,01;;7.010,01;
13; Laborales;259,95;;259,95;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;1.317,49;;1.317,49;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;30.902,61;;30.902,61;
21; Reparaciones, mantenimiento y conservación;130,00;;130,00;
22; Material, suministros y otros;30.485,21;;30.485,21;
23; Indemnizaciones por razón del servicio;287,40;;287,40;
4;TRANSFERENCIAS CORRIENTES;108.758,84;;108.758,84;
45; A Comunidades Autónomas;106.069,07;;106.069,07;
48; A familias e instituciones sin fines de lucro;2.163,77;;2.163,77;
49; Al exterior;526,00;;526,00;
6;INVERSIONES REALES;469,15;;469,15;
62; Inversión nueva asociada al funcionamiento operativo de los servicios;451,00;;451,00;
64; Gastos de inversiones de carácter inmaterial;18,15;;18,15;
7;TRANSFERENCIAS DE CAPITAL;568.374,00;;568.374,00;
75; A Comunidades Autónomas;568.374,00;;568.374,00;
;TOTAL;717.153,09;;717.153,09;
;;



