;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 05 CONSEJO DE ESTADO;
;Programa: 912N Alto asesoramiento del Estado;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
05.01;;CONSEJO DE ESTADO;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;1.028,00;
;11;Personal eventual;;472,99;
;12;Funcionarios;;6.920,20;
;13;Laborales;;637,15;
;15;Incentivos al rendimiento;;1.387,73;
;150;Productividad;;1.304,77;
;151;Gratificaciones;;82,96;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;724,69;
;16000; Seguridad Social;623,67;;
;16200; Formación y perfeccionamiento del personal;38,69;;
;16204; Acción social;62,33;;
;;TOTAL GASTOS DE PERSONAL;;11.170,76;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;25,00;
;21;Reparaciones, mantenimiento y conservación;;474,80;
;22;Material, suministros y otros;;1.983,30;
;22502; Locales;65,00;;
;22601; Atenciones protocolarias y representativas;95,00;;
;23;Indemnizaciones por razón del servicio;;330,00;
;24;Gastos de publicaciones;;61,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;2.874,10;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;232,96;
;482;Indemnizaciones;;232,96;
;;TOTAL TRANSFERENCIAS CORRIENTES;;232,96;
 ; ;;;;
;6;INVERSIONES REALES;;400,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;9,02;
;830;Préstamos a corto plazo;;9,02;
;;TOTAL ACTIVOS FINANCIEROS;;9,02;
 ; ;;;;
;;TOTAL CONSEJO DE ESTADO;;14.686,84;
 ; ;;;;
 ; ;;;;
;;TOTAL Alto asesoramiento del Estado;;14.686,84;
;;



