;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 22 MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA;
;Programa: 942A Cooperación económica local del Estado;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
22.02;;SECRETARÍA DE ESTADO DE POLÍTICA TERRITORIAL;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;1.843,84;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;329,09;
;16000; Seguridad Social;329,09;;
;;TOTAL GASTOS DE PERSONAL;;2.172,93;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;60,00;
;22;Material, suministros y otros;;1.405,40;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;1.465,40;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;2.625,00;
;480;A la Federación Española de Municipios y Provincias;;2.625,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;2.625,00;
 ; ;;;;
;6;INVERSIONES REALES;;360,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;20.520,00;
;740;Actuaciones Planes Desarrollo Socioeconómico Ceuta y Melilla;;20.520,00;
;75;A Comunidades Autónomas;;30.000,00;
;753;A la Comunidad Autónoma de Aragón para financiar proyectos de inversión en la provincia de Teruel, incluyendo compensaciones por regularizaciones de ejercicios anteriores;;30.000,00;
;76;A Entidades Locales;;1.266,00;
;760;A las Diputaciones, Cabildos, Consejos Insulares y Ayuntamientos de Ceuta y Melilla, como aportación a la financiación de las inversiones de EE.LL por Cooperación Económica Local;;1.266,00;
;76002; A los Ayuntamientos de Don Benito y Villanueva de La Serena ( Badajoz) para adecuación de las dependencias Municipales;1.000,00;;
;76004; Al Ayuntamiento de Castellar de la Ribera, para el aislamiento acústico y solar del local social;16,00;;
;76005; Al Ayuntamiento de Aitona, para la mejora de las instalaciones y distribución de la segunda planta del edificio multifuncional de Aitona;250,00;;
;78;A familias e instituciones sin fines de lucro;;30,00;
;780;A la Asociación Cultural Veins de Camps, para nuevas instalaciones en el local social y cultural;;30,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;51.816,00;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE POLÍTICA TERRITORIAL;;58.439,33;
 ; ;;;;
 ; ;;;;
;;TOTAL Cooperación económica local del Estado;;58.439,33;
;;



