;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 12 MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN;
;Programa: 467G Investigación y desarrollo de la Sociedad de la Información;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
12.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;400,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;400,00;
 ; ;;;;
;6;INVERSIONES REALES;;1.359,66;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;1.759,66;
 ; ;;;;
 ; ;;;;
;;TOTAL Investigación y desarrollo de la Sociedad de la Información;;1.759,66;
;;



