;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 12 MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN;
;Programa: 143A Cooperación para el desarrollo;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
12.03;;SECRETARÍA DE ESTADO DE COOPERACIÓN INTERNACIONAL;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;141,34;
;11;Personal eventual;;256,06;
;12;Funcionarios;;1.610,44;
;13;Laborales;;159,08;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;229,64;
;16000; Seguridad Social;229,64;;
;;TOTAL GASTOS DE PERSONAL;;2.396,56;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;1.831,29;
;22601; Atenciones protocolarias y representativas;11,70;;
;23;Indemnizaciones por razón del servicio;;439,79;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;2.271,08;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;5.000,00;
;442;A la Fundación Internacional y para IberoamérIca de Administración y Políticas Públicas;;5.000,00;
;48;A familias e instituciones sin fines de lucro;;1.229,00;
;481;A familias e Instituciones sin fines de lucro;;429,00;
;48105; A la Red Española de Desarrollo Sostenible;24,00;;
;48107; Confederación de Fondos de Cooperación y Solidaridad;40,00;;
;48108; Federación Española de Municipios y Provincias;100,00;;
;48112; Conferencia de Rectores de Universidades Españolas;65,00;;
;486;A las fundaciones dependientes de partidos políticos con representación parlamentaria de ámbito nacional;;800,00;
;49;Al exterior;;43.735,00;
;492;Contribuciones Estratégicas a OO Multilaterales de Desarrollo;;43.735,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;49.964,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;10.000,00;
;740;Aportación al Fondo de Cooperación para Agua y Saneamiento;;10.000,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;10.000,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;87;Aportaciones patrimoniales;;234.230,00;
;873;Fondo de Cooperación para Agua y Saneamiento;;15.000,00;
;874;Fondo para la Promoción del Desarrollo (FONPRODE);;219.230,00;
;;TOTAL ACTIVOS FINANCIEROS;;234.230,00;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE COOPERACIÓN INTERNACIONAL;;298.861,64;
 ; ;;;;
 ; ;;;;
12.302;;AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;1.217,48;
;150;Productividad;;1.135,39;
;151;Gratificaciones;;82,09;
;16200; Formación y perfeccionamiento del personal;450,00;;
;16201; Economatos y comedores;175,00;;
;16204; Acción social;357,62;;
;;TOTAL GASTOS DE PERSONAL;;51.305,56;
 ; ;;;;
;202;Arrendamientos de edificios y otras construcciones;;3.829,00;
;22502; Locales;198,71;;
;22601; Atenciones protocolarias y representativas;12,85;;
;461;Instituto Ferial de Madrid (IFEMA);;40,00;
;462;Fundación Municipal de Cultura (Ayuntamiento de Cadiz);;15,00;
;48903; Fundación Salud Global Barcelona;426,60;;
;48905; Instituto Europeo del Mediterráneo;300,00;;
;48908; Instituto de Estudios sobre Conflictos y Acción Humanitaria, IECAH;75,00;;
;48910; Fundación Privada Casa América en Cataluña;150,00;;
;48913; Fundación Carolina;5.100,00;;
;48915; Coordinadora de ONG de Desarrollo - España;600,00;;
;48916; Academia de las Artes y las Ciencias Cinematográficas de España;18,00;;
;;TOTAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO;;699.189,55;
 ; ;;;;
 ; ;;;;
;;TOTAL Cooperación para el desarrollo;;998.051,19;
;;



