;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 12 MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN;
;Programa: 142A Acción del Estado en el exterior;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
12.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;122,07;
;12;Funcionarios;;164.032,87;
;13;Laborales;;89.123,71;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;29.881,52;
;16000; Seguridad Social;12.943,49;;
;16200; Formación y perfeccionamiento del personal;75,00;;
;;TOTAL GASTOS DE PERSONAL;;283.160,17;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;27.993,73;
;202;Arrendamientos de edificios y otras construcciones;;27.686,80;
;21;Reparaciones, mantenimiento y conservación;;9.211,68;
;22;Material, suministros y otros;;52.720,32;
;22109; Labores Fábrica Nacional Moneda y Timbre;7.702,72;;
;22601; Atenciones protocolarias y representativas;4,68;;
;22610; Gastos de representación de Embajadores y Jefes de Misión;3.743,52;;
;22611; Gastos protocolarios y representativos derivados de actos institucionales;972,74;;
;23;Indemnizaciones por razón del servicio;;7.961,53;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;97.887,26;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;19,04;
;359;Otros gastos financieros;;19,04;
;;TOTAL GASTOS FINANCIEROS;;19,04;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;183,00;
;481;A familias e instituciones sin fines de lucro;;130,00;
;483;Becas formativas;;53,00;
;49;Al exterior;;2.432,61;
;493;Protección de españoles en el extranjero: asistencia social, evacuaciones, hospitalizaciones y repatriaciones;;1.904,72;
;494;Asistencia en el extranjero a beneficiarios de asilo en España;;17,89;
;499;Participación en Organismos Internacionales. Contribuciones voluntarias;;510,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;2.615,61;
 ; ;;;;
;6;INVERSIONES REALES;;51.292,79;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;600,00;
;830;Préstamos a corto plazo;;600,00;
;84;Constitución de depósitos y fianzas;;159,60;
;841;Fianzas;;159,60;
;;TOTAL ACTIVOS FINANCIEROS;;759,60;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;435.734,47;
 ; ;;;;
 ; ;;;;
12.04;;SECRETARÍA DE ESTADO DE ASUNTOS EXTERIORES Y GLOBALES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;385,43;
;11;Personal eventual;;256,06;
;12;Funcionarios;;5.092,68;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;437,70;
;16000; Seguridad Social;423,38;;
