;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 02 CORTES GENERALES;
;Programa: 911N Actividad legislativa;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
02.01;;CORTES GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;51.525,12;
;15;Incentivos al rendimiento;;90,00;
;150;Productividad;;90,00;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;13.855,00;
;;TOTAL GASTOS DE PERSONAL;;65.470,12;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;0,64;
;22;Material, suministros y otros;;2.562,93;
;23;Indemnizaciones por razón del servicio;;151,00;
;24;Gastos de publicaciones;;172,30;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;2.886,87;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;34;De depósitos y fianzas;;3,50;
;340;Intereses de depósitos;;3,50;
;;TOTAL GASTOS FINANCIEROS;;3,50;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;2.992,36;
;480;A Familias e Instituciones sin fines de lucro;;2.992,36;
;49;Al exterior;;700,00;
;490;Al exterior;;700,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;3.692,36;
 ; ;;;;
;;TOTAL CORTES GENERALES;;72.052,85;
 ; ;;;;
 ; ;;;;
02.02;;CONGRESO DE LOS DIPUTADOS;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;22.371,60;
;11;Personal eventual;;13.197,50;
;12;Funcionarios;;1.968,60;
;13;Laborales;;6.192,40;
;15;Incentivos al rendimiento;;100,00;
;150;Productividad;;100,00;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;6.624,00;
;;TOTAL GASTOS DE PERSONAL;;50.454,10;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;505,05;
;21;Reparaciones, mantenimiento y conservación;;6.135,20;
;22;Material, suministros y otros;;27.777,55;
;23;Indemnizaciones por razón del servicio;;10.571,50;
;24;Gastos de publicaciones;;428,70;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;45.418,00;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;34;De depósitos y fianzas;;4,00;
;340;Intereses de depósitos;;4,00;
;;TOTAL GASTOS FINANCIEROS;;4,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;11.854,30;
;480;A Familias e Instituciones sin fines de lucro;;11.854,30;
;;TOTAL TRANSFERENCIAS CORRIENTES;;11.854,30;
 ; ;;;;
;6;INVERSIONES REALES;;2.690,90;
 ; ;;;;
;;TOTAL CONGRESO DE LOS DIPUTADOS;;110.421,30;
 ; ;;;;
 ; ;;;;
02.03;;SENADO;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;17.301,83;
;11;Personal eventual;;4.104,99;
;13;Laborales;;5.818,87;
;15;Incentivos al rendimiento;;899,67;
;150;Productividad;;899,67;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;3.202,56;
;;TOTAL GASTOS DE PERSONAL;;31.327,92;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;553,95;
;21;Reparaciones, mantenimiento y conservación;;699,94;
;22;Material, suministros y otros;;11.981,11;
;23;Indemnizaciones por razón del servicio;;8.503,03;
;24;Gastos de publicaciones;;280,80;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;22.018,83;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;388,00;
;350;Intereses de demora y otros gastos financieros;;388,00;
;;TOTAL GASTOS FINANCIEROS;;388,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;43;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;37,50;
;430;A Agencias Estatales y otros Organismos Públicos;;37,50;
;48;A familias e instituciones sin fines de lucro;;7.786,75;
;480;A familias e instituciones sin fines de lucro;;7.786,75;
;49;Al exterior;;2,19;
;490;Al exterior;;2,19;
;;TOTAL TRANSFERENCIAS CORRIENTES;;7.826,44;
 ; ;;;;
;6;INVERSIONES REALES;;2.525,26;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;25,00;
;830;Préstamos a corto plazo;;25,00;
;;TOTAL ACTIVOS FINANCIEROS;;25,00;
 ; ;;;;
;9;PASIVOS FINANCIEROS;;;
;94;Devolución de depósitos y fianzas;;25,00;
;941;Devolución de fianzas;;25,00;
;;TOTAL PASIVOS FINANCIEROS;;25,00;
 ; ;;;;
;;TOTAL SENADO;;64.136,45;
 ; ;;;;
 ; ;;;;
02.04;;JUNTA ELECTORAL CENTRAL;;;
;1;GASTOS DE PERSONAL;;;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;3,90;
;;TOTAL GASTOS DE PERSONAL;;3,90;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;0,04;
;22;Material, suministros y otros;;46,20;
;23;Indemnizaciones por razón del servicio;;386,50;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;432,74;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;34;De depósitos y fianzas;;0,20;
;341;Intereses de fianzas;;0,20;
;;TOTAL GASTOS FINANCIEROS;;0,20;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;41,93;
;480;A Familias e Instituciones sin fines de lucro;;41,93;
;;TOTAL TRANSFERENCIAS CORRIENTES;;41,93;
 ; ;;;;
;;TOTAL JUNTA ELECTORAL CENTRAL;;478,77;
 ; ;;;;
 ; ;;;;
02.05;;DEFENSOR DEL PUEBLO;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;555,60;
;12;Funcionarios;;12.456,90;
;13;Laborales;;650,00;
;14;Otro personal;;325,50;
;15;Incentivos al rendimiento;;1,00;
;150;Productividad;;1,00;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;2.976,50;
;;TOTAL GASTOS DE PERSONAL;;16.965,50;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;203,10;
;21;Reparaciones, mantenimiento y conservación;;678,50;
;22;Material, suministros y otros;;1.898,50;
;23;Indemnizaciones por razón del servicio;;98,00;
;24;Gastos de publicaciones;;10,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;2.888,10;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;34;De depósitos y fianzas;;2,50;
;340;Intereses de depósitos;;2,50;
;;TOTAL GASTOS FINANCIEROS;;2,50;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;151,40;
;480;A Familias e Instituciones sin fines de lucro;;151,40;
;49;Al exterior;;13,30;
;490;Al Exterior;;13,30;
;;TOTAL TRANSFERENCIAS CORRIENTES;;164,70;
 ; ;;;;
;6;INVERSIONES REALES;;897,00;
 ; ;;;;
;;TOTAL DEFENSOR DEL PUEBLO;;20.917,80;
 ; ;;;;
 ; ;;;;
;;TOTAL Actividad legislativa;;268.007,17;
;;



