;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 38 SISTEMAS DE FINANCIACIÓN DE ENTES TERRITORIALES;
;Programa: 942M Transferencias a Entidades Locales por participación en los ingresos del Estado;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;38.21;;Total;
4;TRANSFERENCIAS CORRIENTES;20.792.575,72;;20.792.575,72;
46; A Entidades Locales;20.792.575,72;;20.792.575,72;
;TOTAL;20.792.575,72;;20.792.575,72;
;;



