;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 09 APORTACIONES AL MUTUALISMO ADMINISTRATIVO;
;Programa: 923S Aportaciones al Mutualismo Administrativo;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;09.01;;Total;
1;GASTOS DE PERSONAL;2.281.136,60;;2.281.136,60;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;2.281.136,60;;2.281.136,60;
;TOTAL;2.281.136,60;;2.281.136,60;
;;



