;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 06 DEUDA PÚBLICA;
;Programa: 951M Amortización y gastos financieros de la deuda pública en euros;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
06.01;;BONOS, OBLIGACIONES Y OTRAS DEUDAS;;;
;3;GASTOS FINANCIEROS;;;
;30;De deuda pública en euros;;29.210.853,96;
;300;Intereses;;27.951.772,64;
;303;Rendimientos implícitos;;1.259.081,32;
;;TOTAL GASTOS FINANCIEROS;;29.210.853,96;
 ; ;;;;
;9;PASIVOS FINANCIEROS;;;
;90;Amortización de deuda pública en euros;;90.986.637,89;
;901;Amortización de deuda pública en euros a largo plazo;;90.986.637,89;
;;TOTAL PASIVOS FINANCIEROS;;90.986.637,89;
 ; ;;;;
;;TOTAL BONOS, OBLIGACIONES Y OTRAS DEUDAS;;120.197.491,85;
 ; ;;;;
 ; ;;;;
06.02;;PRÉSTAMOS;;;
;3;GASTOS FINANCIEROS;;;
;31;De préstamos en euros;;627.264,96;
;310;Intereses;;627.164,96;
;319;Otros gastos financieros;;100,00;
;;TOTAL GASTOS FINANCIEROS;;627.264,96;
 ; ;;;;
;9;PASIVOS FINANCIEROS;;;
;91;Amortización de préstamos en euros;;4.091.430,14;
;913;Amortización de préstamos a largo plazo de entes de fuera del Sector Público;;4.091.430,14;
;;TOTAL PASIVOS FINANCIEROS;;4.091.430,14;
 ; ;;;;
;;TOTAL PRÉSTAMOS;;4.718.695,10;
 ; ;;;;
 ; ;;;;
06.03;;LETRAS DEL TESORO;;;
;3;GASTOS FINANCIEROS;;;
;30;De deuda pública en euros;;1.100.000,00;
;300;Intereses;;1.100.000,00;
;;TOTAL GASTOS FINANCIEROS;;1.100.000,00;
 ; ;;;;
;9;PASIVOS FINANCIEROS;;;
;90;Amortización de deuda pública en euros;;1.000,00;
;900;Amortización de deuda pública en euros a corto plazo;;1.000,00;
;;TOTAL PASIVOS FINANCIEROS;;1.000,00;
 ; ;;;;
;;TOTAL LETRAS DEL TESORO;;1.101.000,00;
 ; ;;;;
 ; ;;;;
06.04;;DEUDAS ASUMIDAS;;;
;3;GASTOS FINANCIEROS;;;
;30;De deuda pública en euros;;15.975,74;
;300;Intereses;;15.975,74;
;31;De préstamos en euros;;77.446,43;
;310;Intereses;;77.446,43;
;;TOTAL GASTOS FINANCIEROS;;93.422,17;
 ; ;;;;
;9;PASIVOS FINANCIEROS;;;
;91;Amortización de préstamos en euros;;2.442.643,98;
;911;Amortización de préstamos a largo plazo de entes del Sector Público;;246.118,10;
;913;Amortización de préstamos a largo plazo de entes de fuera del Sector Público;;2.196.525,88;
;;TOTAL PASIVOS FINANCIEROS;;2.442.643,98;
 ; ;;;;
;;TOTAL DEUDAS ASUMIDAS;;2.536.066,15;
 ; ;;;;
 ; ;;;;
06.05;;OBLIGACIONES DIVERSAS;;;
;3;GASTOS FINANCIEROS;;;
;30;De deuda pública en euros;;155.000,00;
;301;Gastos de emisión, modificación y cancelación;;155.000,00;
;31;De préstamos en euros;;30.000,00;
;311;Gastos de emisión, modificación y cancelación;;30.000,00;
;35;Intereses de demora y otros gastos financieros;;1,00;
;352;Intereses de demora;;1,00;
;;TOTAL GASTOS FINANCIEROS;;185.001,00;
 ; ;;;;
;9;PASIVOS FINANCIEROS;;;
;90;Amortización de deuda pública en euros;;25,00;
;901;Amortización de deuda pública en euros a largo plazo;;25,00;
;;TOTAL PASIVOS FINANCIEROS;;25,00;
 ; ;;;;
;;TOTAL OBLIGACIONES DIVERSAS;;185.026,00;
 ; ;;;;
 ; ;;;;
;;TOTAL Amortización y gastos financieros de la deuda pública en euros;;128.738.279,10;
;;



