;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 07 CLASES PASIVAS;
;Programa: 211B Pensiones de Clases Pasivas;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;07.01;;Total;
4;TRANSFERENCIAS CORRIENTES;20.369.000,89;;20.369.000,89;
48; A familias e instituciones sin fines de lucro;20.369.000,89;;20.369.000,89;
;TOTAL;20.369.000,89;;20.369.000,89;
;;



