;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 33 MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA;
;Programa: 46OC C15.I03 Bonos de conectividad para PYMES y colectivos vulnerables;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;33.50;;Total;
7;TRANSFERENCIAS DE CAPITAL;10.000,00;;10.000,00;
75; A Comunidades Autónomas;10.000,00;;10.000,00;
;TOTAL;10.000,00;;10.000,00;
;;



