;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 16 MINISTERIO DEL INTERIOR;
;Programa: 131P Derecho de asilo y apátridas;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
16.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;7.986,12;
;13;Laborales;;179,84;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;1.664,37;
;16000; Seguridad Social;1.664,37;;
;;TOTAL GASTOS DE PERSONAL;;9.830,33;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;860,50;
;22;Material, suministros y otros;;4.989,80;
;23;Indemnizaciones por razón del servicio;;131,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;5.981,30;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;49;Al exterior;;290,85;
;490;Contribuciones al Alto Comisionado de las Naciones Unidas para los Refugiados (ACNUR);;290,85;
;;TOTAL TRANSFERENCIAS CORRIENTES;;290,85;
 ; ;;;;
;6;INVERSIONES REALES;;100,00;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;16.202,48;
 ; ;;;;
 ; ;;;;
;;TOTAL Derecho de asilo y apátridas;;16.202,48;
;;



