;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 16 MINISTERIO DEL INTERIOR;
;Programa: 132B Seguridad vial;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
16.101;;JEFATURA CENTRAL DE TRÁFICO;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;53.459,94;
;150;Productividad;;50.031,39;
;151;Gratificaciones;;3.428,55;
;16000; Seguridad Social;14.145,32;;
;16200; Formación y perfeccionamiento del personal;406,52;;
;16204; Acción social;572,00;;
;;TOTAL GASTOS DE PERSONAL;;530.803,08;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;202;Arrendamientos de edificios y otras construcciones;;1.700,00;
;22109; Labores Fábrica Nacional Moneda y Timbre;14.500,00;;
;22502; Locales;2.000,00;;
;22601; Atenciones protocolarias y representativas;3,00;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;196.404,61;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;52,89;
;352;Intereses de demora;;52,89;
;;TOTAL GASTOS FINANCIEROS;;52,89;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;550,00;
;488;Ayudas a asociaciones de víctimas de tráfico;;550,00;
;49;Al exterior;;121,90;
;491;Cuotas y contribuciones a Organismos Internacionales;;121,90;
;;TOTAL TRANSFERENCIAS CORRIENTES;;671,90;
 ; ;;;;
;6;INVERSIONES REALES;;115.161,31;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;598,31;
;830;Préstamos a corto plazo;;92,83;
;831;Préstamos a largo plazo;;505,48;
;;TOTAL ACTIVOS FINANCIEROS;;598,31;
 ; ;;;;
;;TOTAL JEFATURA CENTRAL DE TRÁFICO;;843.692,10;
 ; ;;;;
 ; ;;;;
;;TOTAL Seguridad vial;;843.692,10;
;;



