;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;Resumen general por servicios y artículos del presupuesto de gastos;
;;
;Sección: 27 MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;27.01;27.02;27.03;27.04;27.05;27.06;27.07;27.10;27.14;27.15;27.50;Total;
1;GASTOS DE PERSONAL;30.122,42;2.322,41;4.583,03;9.759,22;2.621,42;1.987,78;11.044,95;5.217,47;22.640,10;67.235,64;;157.534,44;
10; Altos cargos;416,91;61,04;80,30;132,20;61,04;61,04;61,04;80,30;61,04;61,04;;1.075,95;
11; Personal eventual;718,75;;215,15;;;;;210,14;;;;1.144,04;
12; Funcionarios;20.752,61;2.020,74;661,55;8.093,04;2.328,74;1.690,65;9.219,64;2.389,82;17.350,71;37.725,51;;102.233,01;
13; Laborales;1.935,25;;;576,56;16,87;;660,63;389,03;3.073,75;22.398,78;;29.050,87;
15; Incentivos al rendimiento;3.251,50;;3.521,29;;;;;1.872,19;;;;8.644,98;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;3.047,40;240,63;104,74;957,42;214,77;236,09;1.103,64;275,99;2.154,60;7.050,31;;15.385,59;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;17.261,91;134,58;99,33;35.623,07;163,18;256,92;2.626,07;547,96;18.206,87;1.446,23;1.734,39;78.100,51;
20; Arrendamientos y cánones;;;;0,85;;;;;8.356,50;;;8.357,35;
21; Reparaciones, mantenimiento y conservación;1.970,76;;7,75;402,84;;;1.228,18;75,32;830,69;126,00;;4.641,54;
22; Material, suministros y otros;14.771,15;31,65;45,81;34.562,13;53,03;140,68;1.220,92;373,04;5.535,07;873,13;;57.606,61;
23; Indemnizaciones por razón del servicio;520,00;16,15;45,77;657,25;110,15;116,24;176,97;99,60;3.484,61;447,10;;5.673,84;
24; Gastos de publicaciones;;86,78;;;;;;;;;;86,78;
29; Gastos corrientes en bienes y servicios. Mecanismo de Recuperación y Resiliencia;;;;;;;;;;;1.734,39;1.734,39;
3;GASTOS FINANCIEROS;15,00;;12.632,65;15.060,44;;;;;116,93;;;27.825,02;
35; Intereses de demora y otros gastos financieros;15,00;;12.632,65;15.060,44;;;;;116,93;;;27.825,02;
4;TRANSFERENCIAS CORRIENTES;;;2.250,00;383.186,76;;21,00;1.999,93;19.380,51;535,00;2.636,38;2.255,00;412.264,58;
44; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;;;;;;;15.886,77;30,00;;500,00;16.416,77;
45; A Comunidades Autónomas;;;;;;;;;500,00;;;500,00;
46; A Entidades Locales;;;;;;;;100,00;;;;100,00;
47; A empresas privadas;;;;;;;;;;25,00;1.300,00;1.325,00;
48; A familias e instituciones sin fines de lucro;;;250,00;200,00;;;;3.393,74;;474,78;;4.318,52;
49; Al exterior;;;2.000,00;382.986,76;;21,00;1.999,93;;5,00;2.136,60;455,00;389.604,29;
6;INVERSIONES REALES;5.067,64;;2,10;846,36;4,49;;3.267,47;72,50;1.528,91;425,00;5.856,83;17.071,30;
62; Inversión nueva asociada al funcionamiento operativo de los servicios;318,00;;;117,44;;;;;168,32;300,00;;903,76;
63; Inversión de reposición asociada al funcionamiento operativo de los servicios;2.063,72;;0,30;309,92;4,49;;929,00;72,50;1.360,59;120,00;;4.860,52;
64; Gastos de inversiones de carácter inmaterial;2.685,92;;1,80;419,00;;;2.338,47;;;5,00;;5.450,19;
69; Inversiones reales. Mecanismo de Recuperación y Resiliencia;;;;;;;;;;;5.856,83;5.856,83;
7;TRANSFERENCIAS DE CAPITAL;;;372,07;;;;;66.816,29;;2.727,50;188.260,61;258.176,47;
74; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;;372,07;;;;;66.816,29;;;53.745,00;120.933,36;
75; A Comunidades Autónomas;;;;;;;;;;;50.000,00;50.000,00;
76; A Entidades Locales;;;;;;;;;;600,00;71.515,61;72.115,61;
78; A familias e instituciones sin fines de lucro;;;;;;;;;;2.127,50;13.000,00;15.127,50;
8;ACTIVOS FINANCIEROS;191,32;;1,00;136.549,84;;;;;230.146,50;;970.000,00;1.336.888,66;
83; Concesión de préstamos fuera del Sector Público;191,32;;;;;;;;;;;191,32;
84; Constitución de depósitos y fianzas;;;;;;;;;145,00;;;145,00;
87; Aportaciones patrimoniales;;;;;;;;;230.001,50;;970.000,00;1.200.001,50;
89; Suscripción de acciones y aportaciones de fondos a organismos internacionales;;;1,00;136.549,84;;;;;;;;136.550,84;
9;PASIVOS FINANCIEROS;;;;1,00;;;;;;;;1,00;
95; Puesta en circulación de moneda metálica;;;;1,00;;;;;;;;1,00;
;TOTAL CONSOLIDADO;52.658,29;2.456,99;19.940,18;581.026,69;2.789,09;2.265,70;18.938,42;92.034,73;273.174,31;74.470,75;1.168.106,83;2.287.861,98;
4;TRANSFERENCIAS CORRIENTES;;;193.756,19;;;;;;;;;193.756,19;
41; A Organismos Autónomos;;;139.253,04;;;;;;;;;139.253,04;
43; A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;;54.503,15;;;;;;;;;54.503,15;
7;TRANSFERENCIAS DE CAPITAL;;;27.966,83;;;;;;;;;27.966,83;
71; A Organismos Autónomos;;;24.053,12;;;;;;;;;24.053,12;
73; A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;;3.913,71;;;;;;;;;3.913,71;
;TOTAL TRANSFERENCIAS ENTRE SUBSECTORES;;;221.723,02;;;;;;;;;221.723,02;
;TOTAL;52.658,29;2.456,99;241.663,20;581.026,69;2.789,09;2.265,70;18.938,42;92.034,73;273.174,31;74.470,75;1.168.106,83;2.509.585,00;
;;



