;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 23 MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO;
;Programa: 42KD C11.I04 Plan de Transición Energética en la Administración General del Estado;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;23.50;;Total;
7;TRANSFERENCIAS DE CAPITAL;1.346,60;;1.346,60;
74; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;1.346,60;;1.346,60;
;TOTAL;1.346,60;;1.346,60;
;;



