;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 22 MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA;
;Programa: 921M Dirección y Servicios Generales de Política Territorial y Memoria Democrática;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
22.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;269,60;
;11;Personal eventual;;530,53;
;12;Funcionarios;;21.530,93;
;13;Laborales;;650,43;
;15;Incentivos al rendimiento;;2.060,74;
;150;Productividad;;2.028,49;
;151;Gratificaciones;;32,25;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;1.513,15;
;16000; Seguridad Social;1.281,79;;
;16200; Formación y perfeccionamiento del personal;47,23;;
;16201; Economatos y comedores;0,79;;
;16204; Acción social;73,24;;
;;TOTAL GASTOS DE PERSONAL;;26.555,38;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;2.894,77;
;202;Arrendamientos de edificios y otras construcciones;;2.868,69;
;21;Reparaciones, mantenimiento y conservación;;860,85;
;22;Material, suministros y otros;;3.064,56;
;22502; Locales;275,66;;
;22601; Atenciones protocolarias y representativas;32,60;;
;23;Indemnizaciones por razón del servicio;;356,62;
;24;Gastos de publicaciones;;53,10;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;7.229,90;
 ; ;;;;
;6;INVERSIONES REALES;;7.518,62;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;59,77;
;830;Préstamos a corto plazo;;17,93;
;831;Préstamos a largo plazo;;41,84;
;;TOTAL ACTIVOS FINANCIEROS;;59,77;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;41.363,67;
 ; ;;;;
 ; ;;;;
;;TOTAL Dirección y Servicios Generales de Política Territorial y Memoria Democrática;;41.363,67;
;;



