;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 28 MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES;
;Programa: 322C Enseñanzas universitarias;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
28.09;;SECRETARÍA GENERAL DE UNIVERSIDADES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;71,16;
;12;Funcionarios;;6.457,54;
;13;Laborales;;498,91;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;663,43;
;16000; Seguridad Social;513,43;;
;;TOTAL GASTOS DE PERSONAL;;7.691,04;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;4,27;
;22;Material, suministros y otros;;4.458,76;
;22601; Atenciones protocolarias y representativas;4,63;;
;23;Indemnizaciones por razón del servicio;;351,18;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;4.814,21;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;15,00;
;352;Intereses de demora;;15,00;
;;TOTAL GASTOS FINANCIEROS;;15,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;71.796,26;
;441;A la Universidad Nacional de Educación a Distancia (UNED);;71.286,26;
;44117; A la UNED para gastos de funcionamiento;70.402,00;;
;44118; A la UNED para financiar el programa de estudios en instituciones penitenciarias;211,65;;
;44121; A la UNED para la gestión del acceso a la universidad de estudiantes extranjeros;297,00;;
;44122; A la UNED para el pago del complemento específico previsto en los artículos 55 y 69 de la LOU;375,61;;
;442;A la Fundación Residencia de Estudiantes del CSIC;;110,00;
;443;A la Fundación Española para la Ciencia y la Tecnología para acciones de Ciencia Ciudadana;;400,00;
;45;A Comunidades Autónomas;;12.193,58;
;455;A la Universidad de Granada para atender la financiación que corresponda a los centros y enseñanzas universitarias en Ceuta y Melilla;;9.081,58;
;457;A las universidades públicas para cofinanciación del Programa Universidades Europeas;;2.987,00;
;458;A la Fundación Euroárabe de Altos Estudios;;125,00;
;48;A familias e instituciones sin fines de lucro;;924,00;
;481;A la Fundación César Carlos para sus actividades;;150,00;
;483;Para financiar medidas de apoyo institucional a los sindicatos del sector;;45,00;
;484;A la Conferencia de Rectores de las Universidades Españolas (CRUE) para sus gastos de funcionamiento;;70,00;
;486;A las universidades privadas para cofinanciación del Programa Universidades Europeas;;558,00;
;487;A la Fundación José Ortega y Gasset-Gregorio Marañón (FOM) para el desarrollo de actividades y gastos de funcionamiento del Instituto Universitario;;75,00;
;488;Becas y otras ayudas;;26,00;
;49;Al exterior;;2.025,94;
;490;Cuota por la participación en el Instituto Universitario Europeo con sede en Florencia (Italia);;2.010,94;
;495;Para pago de cuotas a organismos internacionales y participación en programas educativos o culturales;;15,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;86.939,78;
 ; ;;;;
;6;INVERSIONES REALES;;145,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;5.700,26;
;740;A la Universidad Nacional de Educación a Distancia (UNED);;5.400,26;
;74000; A la UNED para inversiones;3.400,26;;
;74001; A la UNED para la construcción, reforma y mantenimiento de sus edificios e instalaciones;2.000,00;;
;743;Al Consorci Universitari a la UNED de Tortosa para obras de accesibilidad del edificio;;300,00;
;75;A Comunidades Autónomas;;300,00;
;755;A la Universitat Rovira i Virgili para proyecto de mejora de eficiencia energética de los edificios universitarios;;300,00;
;78;A familias e instituciones sin fines de lucro;;110,00;
;789;A la Fundación César Carlos para mantenimiento y reforma de su sede;;110,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;6.110,26;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL DE UNIVERSIDADES;;105.715,29;
 ; ;;;;
 ; ;;;;
28.101;;UNIVERSIDAD INTERNACIONAL MENÉNDEZ PELAYO;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;124,18;
;150;Productividad;;118,85;
;151;Gratificaciones;;5,33;
;16000; Seguridad Social;922,36;;
;16200; Formación y perfeccionamiento del personal;63,59;;
;16201; Economatos y comedores;50,00;;
;16204; Acción social;40,79;;
;;TOTAL GASTOS DE PERSONAL;;5.086,86;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;202;Arrendamientos de edificios y otras construcciones;;10,06;
;22502; Locales;17,50;;
;22601; Atenciones protocolarias y representativas;2,22;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;9.257,03;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;34,35;
;352;Intereses de demora;;25,00;
;359;Otros gastos financieros;;9,35;
;;TOTAL GASTOS FINANCIEROS;;34,35;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;76,47;
;441;Aportación a la Fundación UIMP / Campo de Gibraltar;;56,47;
;443;Al Consorcio Universidad Internacional Menéndez Pelayo Cartagena;;20,00;
;46;A Entidades Locales;;40,68;
;463;Al Consorcio Universidad Internacional Menéndez Pelayo Barcelona;;40,68;
;48;A familias e instituciones sin fines de lucro;;86,00;
;481;Al Centro Iberoamericano de Gobernabilidad, Administración y Políticas Públicas Locales;;30,00;
;484;Premio Internacional Menéndez Pelayo;;20,00;
;485;Cuota de asociado Conferencia Rectores Universidades Españolas (CRUE);;21,00;
;486;Doctorados Honoris Causa y distinciones Académicas;;15,00;
;49;Al exterior;;2,50;
;491;Aportación a la Asociación Universitaria Iberoamericana de Postgrado (AUIP);;1,50;
;492;Asociación Sistema Internacional de Certificación del Español como Lengua Extranjera (SICELE);;1,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;205,65;
 ; ;;;;
;6;INVERSIONES REALES;;1.144,13;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;15,13;
;830;Préstamos a corto plazo;;15,13;
;;TOTAL ACTIVOS FINANCIEROS;;15,13;
 ; ;;;;
;;TOTAL UNIVERSIDAD INTERNACIONAL MENÉNDEZ PELAYO;;15.743,15;
 ; ;;;;
 ; ;;;;
28.102;;SERVICIO ESPAÑOL PARA LA INTERNACIONALIZACIÓN DE LA EDUCACIÓN;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;165,83;
;150;Productividad;;165,83;
;16000; Seguridad Social;1.133,12;;
;16200; Formación y perfeccionamiento del personal;41,67;;
;16204; Acción social;301,21;;
;;TOTAL GASTOS DE PERSONAL;;6.968,76;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22601; Atenciones protocolarias y representativas;1,57;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;4.438,37;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;4,35;
;352;Intereses de demora;;3,00;
;359;Otros gastos financieros;;1,35;
;;TOTAL GASTOS FINANCIEROS;;4,35;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;25,00;
;488;A la asociación Diálogo;;25,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;25,00;
 ; ;;;;
;6;INVERSIONES REALES;;510,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;8,50;
;830;Préstamos a corto plazo;;2,50;
;831;Préstamos a largo plazo;;6,00;
;;TOTAL ACTIVOS FINANCIEROS;;8,50;
 ; ;;;;
;;TOTAL SERVICIO ESPAÑOL PARA LA INTERNACIONALIZACIÓN DE LA EDUCACIÓN;;11.954,98;
 ; ;;;;
 ; ;;;;
28.104;;AGENCIA NACIONAL DE EVALUACIÓN DE LA CALIDAD Y ACREDITACIÓN;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;78,90;
;150;Productividad;;78,90;
;16000; Seguridad Social;1.036,08;;
;16200; Formación y perfeccionamiento del personal;90,00;;
;16204; Acción social;5,00;;
;;TOTAL GASTOS DE PERSONAL;;5.074,41;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22502; Locales;30,34;;
;22601; Atenciones protocolarias y representativas;17,34;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;6.566,23;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;1,00;
;359;Otros gastos financieros;;1,00;
;;TOTAL GASTOS FINANCIEROS;;1,00;
 ; ;;;;
;6;INVERSIONES REALES;;1.220,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;15,00;
;830;Préstamos a corto plazo;;15,00;
;;TOTAL ACTIVOS FINANCIEROS;;15,00;
 ; ;;;;
;;TOTAL AGENCIA NACIONAL DE EVALUACIÓN DE LA CALIDAD Y ACREDITACIÓN;;12.876,64;
 ; ;;;;
 ; ;;;;
;;TOTAL Enseñanzas universitarias;;146.290,06;
;;



