;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 10 CONTRATACIÓN CENTRALIZADA;
;Programa: 923R Contratación centralizada;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
10.01;;DIRECCIÓN GENERAL DE RACIONALIZACIÓN Y CENTRALIZACIÓN DE LA CONTRATACIÓN;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;317.051,70;
;22109; Labores Fábrica Nacional Moneda y Timbre;2.792,21;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;317.051,70;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;20,00;
;352;Intereses de demora;;20,00;
;;TOTAL GASTOS FINANCIEROS;;20,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE RACIONALIZACIÓN Y CENTRALIZACIÓN DE LA CONTRATACIÓN;;317.071,70;
 ; ;;;;
 ; ;;;;
;;TOTAL Contratación centralizada;;317.071,70;
;;



