;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 29 MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030;
;Programa: 232F Derechos de los animales;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
29.04;;DIRECCIÓN GENERAL DE DERECHOS DE LOS ANIMALES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;391,47;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;115,30;
;16000; Seguridad Social;115,30;;
;;TOTAL GASTOS DE PERSONAL;;567,81;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;2.268,90;
;22601; Atenciones protocolarias y representativas;2,40;;
;23;Indemnizaciones por razón del servicio;;30,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;2.298,90;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;46;A Entidades Locales;;1.950,00;
;461;Subvenciones destinadas a entidades locales para el establecimiento de programas de gestión de colonias felinas.;;1.950,00;
;48;A familias e instituciones sin fines de lucro;;2.665,00;
;481;Subvenciones destinadas a entidades dedicadas a la protección y defensa de los derechos de los animales;;2.000,00;
;482;Subvenciones destinadas a Premios Artísticos Amigos de los Animales;;7,50;
;483;Subvención Premios Proyectos Innovadores a la Experimentación Alternativa;;100,00;
;484;Subvención a la Federación Española de Municipios y Provincias para el Programa VIOPET;;350,00;
;485;Subvención a FAADA para la ayuda a personas vulnerables con animales de compañía;;154,50;
;486;Subvención a proyectos audiovisuales para la protección animal;;53,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;4.615,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE DERECHOS DE LOS ANIMALES;;7.481,71;
 ; ;;;;
 ; ;;;;
;;TOTAL Derechos de los animales;;7.481,71;
;;



