;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 16 MINISTERIO DEL INTERIOR;
;Programa: 133A Centros e Instituciones Penitenciarias;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
16.05;;SECRETARÍA GENERAL DE INSTITUCIONES PENITENCIARIAS;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;138,82;
;12;Funcionarios;;787.727,86;
;13;Laborales;;68.183,10;
;15;Incentivos al rendimiento;;48.549,01;
;150;Productividad;;48.452,78;
;151;Gratificaciones;;96,23;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;77.071,87;
;16000; Seguridad Social;64.448,86;;
;16200; Formación y perfeccionamiento del personal;162,78;;
;16204; Acción social;1.964,15;;
;;TOTAL GASTOS DE PERSONAL;;981.670,66;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;3.405,00;
;202;Arrendamientos de edificios y otras construcciones;;3.375,00;
;21;Reparaciones, mantenimiento y conservación;;33.641,94;
;22;Material, suministros y otros;;261.335,95;
;22109; Labores Fábrica Nacional Moneda y Timbre;50,00;;
;22502; Locales;1.577,78;;
;22601; Atenciones protocolarias y representativas;2,08;;
;22611; Gastos protocolarios y representativos derivados de actos institucionales;8,32;;
;23;Indemnizaciones por razón del servicio;;1.548,45;
;25;Conciertos de asistencia sanitaria;;14.927,15;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;314.858,49;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;15,62;
;352;Intereses de demora;;15,62;
;;TOTAL GASTOS FINANCIEROS;;15,62;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;12.862,34;
;441;A la Universidad Nacional de Educación a Distancia para estudios universitarios de los reclusos;;632,70;
;442;A Trabajo Penitenciario y Formación para el Empleo;;12.229,64;
;46;A Entidades Locales;;511,00;
;464;Depósitos Municipales;;511,00;
;48;A familias e instituciones sin fines de lucro;;3.922,62;
;481;Transferencia a la Conferencia Episcopal para atención del culto en centros penitenciarios;;608,50;
;482;Para atenciones de los internos, liberados y familiares;;701,50;
;483;Cofinanciación de redes de recursos para atención de personas sometidas a medidas de seguridad, suspensión de la pena y reglas de conducta del Código Penal, así como a enfermos de SIDA e integración social de niños en Unidades de Madres y programa de violencia de género;;400,00;
;484;A la Federación Española de Municipios y Provincias, para trabajo en favor de la comunidad y arresto de fin de semana;;16,00;
;485;Premios de investigación en materia penitenciaria;;5,00;
;486;A los condenados a la pena de trabajos en beneficio de la comunidad;;2.020,62;
;487;A la Comisión Islámica de España, para la atención del culto en centros penitenciarios;;21,00;
;488;A la Cruz Roja Española para el cumplimiento de trabajos en beneficio de la comunidad;;96,00;
;489;A Cáritas Española para facilitar la aplicación de los programas con personas sentenciadas a penas no privativas de libertad;;54,00;
;49;Al exterior;;8,00;
;491;A la Organización Europea de Servicios Penitenciarios y Correccionales (EUROPRIS);;8,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;17.303,96;
 ; ;;;;
;6;INVERSIONES REALES;;12.213,67;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;100,20;
;740;A Trabajo Penitenciario y Formación para el Empleo;;100,20;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;100,20;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;95,19;
;830;Préstamos a corto plazo;;95,19;
;;TOTAL ACTIVOS FINANCIEROS;;95,19;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL DE INSTITUCIONES PENITENCIARIAS;;1.326.257,79;
 ; ;;;;
 ; ;;;;
;;TOTAL Centros e Instituciones Penitenciarias;;1.326.257,79;
;;



