;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 16 MINISTERIO DEL INTERIOR;
;Programa: 131M Dirección y Servicios Generales de Seguridad y Protección Civil;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
16.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;407,20;
;11;Personal eventual;;577,33;
;12;Funcionarios;;384.809,00;
;13;Laborales;;3.333,56;
;15;Incentivos al rendimiento;;8.442,94;
;150;Productividad;;8.242,48;
;151;Gratificaciones;;200,46;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;3.423,36;
;16000; Seguridad Social;2.453,77;;
;16200; Formación y perfeccionamiento del personal;177,66;;
;16204; Acción social;623,83;;
;;TOTAL GASTOS DE PERSONAL;;400.993,39;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;1.163,39;
;202;Arrendamientos de edificios y otras construcciones;;1.157,68;
;21;Reparaciones, mantenimiento y conservación;;2.047,03;
;22;Material, suministros y otros;;14.851,52;
;22109; Labores Fábrica Nacional Moneda y Timbre;11,50;;
;22502; Locales;82,16;;
;22601; Atenciones protocolarias y representativas;165,97;;
;22608; Gastos reservados;7.374,61;;
;22611; Gastos protocolarios y representativos derivados de actos institucionales;66,47;;
;23;Indemnizaciones por razón del servicio;;590,14;
;24;Gastos de publicaciones;;228,68;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;18.880,76;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;2,37;
;352;Intereses de demora;;2,37;
;;TOTAL GASTOS FINANCIEROS;;2,37;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;2.035,00;
;440;A la Fundación Víctimas del Terrorismo para el desarrollo de sus actividades;;335,00;
;441;A la Fundación Centro para la Memoria de las Víctimas del Terrorismo;;1.700,00;
;48;A familias e instituciones sin fines de lucro;;16.067,70;
;480;Subvenciones según el artículo 65 de la Ley 29/2011, de 22 de septiembre, de Reconocimiento y Protección Integral a las Víctimas del Terrorismo, a asociaciones, fundaciones y entidades sin ánimo de lucro cuyo objetivo sea la representación y defensa de los intereses de las víctimas del terrorismo;;1.000,00;
;483;Indemnizaciones, ayudas y subvenciones derivadas de la Ley 29/2011, de 22 de septiembre, de Reconocimiento y Protección Integral a las Víctimas del Terrorismo y artículo 11 del Real Decreto 671/2013, de 6 de septiembre, por el que se aprueba el Reglamento de la Ley 29/2011;;13.592,70;
;487;Indemnizaciones en aplicación de los artículos 32 a 37 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, y la Ley 52/1984, de 26 de diciembre, de Protección de medios de transporte que se hallen en territorio español realizando viajes de carácter internacional;;1.475,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;18.102,70;
 ; ;;;;
;6;INVERSIONES REALES;;4.482,38;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;121,95;
;830;Préstamos a corto plazo;;121,95;
;;TOTAL ACTIVOS FINANCIEROS;;121,95;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;442.583,55;
 ; ;;;;
 ; ;;;;
;;TOTAL Dirección y Servicios Generales de Seguridad y Protección Civil;;442.583,55;
;;



