;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 19 MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL;
;Programa: 241O Desarrollo del trabajo autónomo;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
19.03;;SECRETARÍA DE ESTADO DE TRABAJO;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;3.143,04;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;3.143,04;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;10,30;
;441;Subvenciones a universidades y otras instituciones de carácter público para acciones de formación, difusión y fomento del trabajo autónomo, de la economía social y de la responsabilidad social de las empresas, de ámbito estatal.;;10,30;
;47;A empresas privadas;;9,60;
;470;Subvenciones a universidades privadas para acciones de formación, difusión y fomento del trabajo autónomo, de la economía social y de la responsabilidad social de las empresas, de ámbito estatal.;;9,60;
;48;A familias e instituciones sin fines de lucro;;3.676,22;
;484;Subvenciones para el desarrollo de acciones de formación, difusión y fomento del trabajo autónomo, de la economía social y de la responsabilidad social de las empresas, de ámbito estatal.;;3.070,77;
;485;Subvenciones para sufragar los gastos de funcionamiento de las asociaciones de trabajadores autónomos, de cooperativas, de sociedades laborales, de empresas de inserción y de otros entes representativos de la economía social, de ámbito estatal.;;605,45;
;;TOTAL TRANSFERENCIAS CORRIENTES;;3.696,12;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE TRABAJO;;6.839,16;
 ; ;;;;
 ; ;;;;
;;TOTAL Desarrollo del trabajo autónomo;;6.839,16;
;;



