;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 19 MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL;
;Programa: 281M Dirección y Servicios Generales de Trabajo y Economía Social;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
19.01;;MINISTERIO Y SUBSECRETARÍA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;345,70;
;11;Personal eventual;;798,26;
;12;Funcionarios;;27.983,18;
;13;Laborales;;10.476,24;
;15;Incentivos al rendimiento;;3.381,84;
;150;Productividad;;3.143,49;
;151;Gratificaciones;;238,35;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;5.273,37;
;16000; Seguridad Social;4.011,35;;
;16200; Formación y perfeccionamiento del personal;124,58;;
;16204; Acción social;240,81;;
;;TOTAL GASTOS DE PERSONAL;;48.258,59;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;3.332,06;
;202;Arrendamientos de edificios y otras construcciones;;1.100,90;
;207;Arrendamientos de edificios PSA;;1.823,19;
;21;Reparaciones, mantenimiento y conservación;;2.492,64;
;22;Material, suministros y otros;;20.183,18;
;22502; Locales;5.750,00;;
;22601; Atenciones protocolarias y representativas;71,65;;
;23;Indemnizaciones por razón del servicio;;1.451,13;
;24;Gastos de publicaciones;;180,45;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;27.639,46;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;43,66;
;352;Intereses de demora;;4,66;
;359;Otros gastos financieros;;39,00;
;;TOTAL GASTOS FINANCIEROS;;43,66;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;21.099,29;
;480;A los participantes en órganos consultivos y consejos.;;4.099,29;
;489;Financiación y compensaciones económicas;;17.000,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;21.099,29;
 ; ;;;;
;6;INVERSIONES REALES;;;
;627;Patrimonio Sindical Acumulado;;2.200,00;
;637;Patrimonio Sindical Acumulado;;12.059,12;
;;TOTAL INVERSIONES REALES;;17.401,09;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;19,97;
;831;Préstamos a largo plazo;;19,97;
;84;Constitución de depósitos y fianzas;;45,00;
;841;Fianzas;;45,00;
;;TOTAL ACTIVOS FINANCIEROS;;64,97;
 ; ;;;;
;;TOTAL MINISTERIO Y SUBSECRETARÍA;;114.507,06;
 ; ;;;;
 ; ;;;;
19.03;;SECRETARÍA DE ESTADO DE TRABAJO;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;80,30;
;11;Personal eventual;;253,32;
;12;Funcionarios;;3.585,17;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;476,89;
;16000; Seguridad Social;476,89;;
;;TOTAL GASTOS DE PERSONAL;;4.395,68;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE TRABAJO;;4.395,68;
 ; ;;;;
 ; ;;;;
;;TOTAL Dirección y Servicios Generales de Trabajo y Economía Social;;118.902,74;
;;



