;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 19 MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL;
;Programa: 224A Prestaciones económicas por cese de actividad;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
19.101;;SERVICIO PÚBLICO DE EMPLEO ESTATAL;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;6.136,49;
;487;Para pago de cuotas, subvenciones y bonificaciones a la Seguridad Social;;500,00;
;489;Prestación económica por cese de actividad de trabajadores autónomos, incluso obligaciones de ejercicios anteriores;;5.636,49;
;;TOTAL TRANSFERENCIAS CORRIENTES;;6.136,49;
 ; ;;;;
;;TOTAL SERVICIO PÚBLICO DE EMPLEO ESTATAL;;6.136,49;
 ; ;;;;
 ; ;;;;
;;TOTAL Prestaciones económicas por cese de actividad;;6.136,49;
;;



