;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 19 MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL;
;Programa: 224A Prestaciones económicas por cese de actividad;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;19.101;;Total;
4;TRANSFERENCIAS CORRIENTES;6.136,49;;6.136,49;
48; A familias e instituciones sin fines de lucro;6.136,49;;6.136,49;
;TOTAL;6.136,49;;6.136,49;
;;



