;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 19 MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL;
;Programa: 241N Desarrollo de la economía social y de la responsabilidad social de las empresas;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;19.02;;Total;
1;GASTOS DE PERSONAL;1.718,10;;1.718,10;
10; Altos cargos;61,04;;61,04;
12; Funcionarios;1.427,06;;1.427,06;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;230,00;;230,00;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;150,00;;150,00;
22; Material, suministros y otros;150,00;;150,00;
4;TRANSFERENCIAS CORRIENTES;7.943,38;;7.943,38;
44; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;50,00;;50,00;
47; A empresas privadas;9,60;;9,60;
48; A familias e instituciones sin fines de lucro;7.883,78;;7.883,78;
;TOTAL;9.811,48;;9.811,48;
;;



