;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 19 MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL;
;Programa: 291A Inspección y control de Seguridad y Protección Social;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
19.103;;ORGANISMO ESTATAL INSPECCIÓN DE TRABAJO Y SEGURIDAD SOCIAL;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;15.045,99;
;150;Productividad;;15.045,99;
;16000; Seguridad Social;9.102,36;;
;16200; Formación y perfeccionamiento del personal;290,22;;
;16204; Acción social;298,28;;
;;TOTAL GASTOS DE PERSONAL;;169.053,15;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;202;Arrendamientos de edificios y otras construcciones;;5.280,24;
;22502; Locales;453,72;;
;22601; Atenciones protocolarias y representativas;2,34;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;29.710,60;
 ; ;;;;
;6;INVERSIONES REALES;;4.291,73;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;75,36;
;831;Préstamos a largo plazo;;75,36;
;;TOTAL ACTIVOS FINANCIEROS;;75,36;
 ; ;;;;
;;TOTAL ORGANISMO ESTATAL INSPECCIÓN DE TRABAJO Y SEGURIDAD SOCIAL;;203.130,84;
 ; ;;;;
 ; ;;;;
;;TOTAL Inspección y control de Seguridad y Protección Social;;203.130,84;
;;



