;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;Resumen general por servicios y artículos del presupuesto de gastos;
;;
;Sección: 28 MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;28.01;28.02;28.06;28.07;28.08;28.09;28.50;;Total;
1;GASTOS DE PERSONAL;41.334,30;2.327,22;2.319,74;2.616,93;2.442,46;7.691,04;;;58.731,69;
10; Altos cargos;279,72;61,04;71,16;61,04;71,16;71,16;;;615,28;
11; Personal eventual;685,56;;;;;;;;685,56;
12; Funcionarios;35.937,63;1.993,49;1.738,95;2.020,27;1.891,98;6.457,54;;;50.039,86;
13; Laborales;612,62;;205,09;91,33;219,40;498,91;;;1.627,35;
15; Incentivos al rendimiento;1.930,48;;;;;;;;1.930,48;
16; Cuotas, prestaciones y gastos sociales a cargo del empleador;1.888,29;272,69;304,54;444,29;259,92;663,43;;;3.833,16;
2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;8.328,91;766,27;10.389,09;527,47;2.538,68;5.660,81;;;28.211,23;
20; Arrendamientos y cánones;622,43;;;;;;;;622,43;
21; Reparaciones, mantenimiento y conservación;507,26;;;;;4,27;;;511,53;
22; Material, suministros y otros;6.733,23;561,80;10.207,01;232,53;2.326,74;5.137,69;;;25.199,00;
23; Indemnizaciones por razón del servicio;465,99;1,47;182,08;294,94;211,94;518,85;;;1.675,27;
24; Gastos de publicaciones;;203,00;;;;;;;203,00;
3;GASTOS FINANCIEROS;;;1,00;;5,00;30,00;;;36,00;
35; Intereses de demora y otros gastos financieros;;;1,00;;5,00;30,00;;;36,00;
4;TRANSFERENCIAS CORRIENTES;19.120,79;;14.260,42;196.381,09;17.422,64;91.043,88;;;338.228,82;
44; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;1.106,00;;13.460,42;39.877,29;11.748,07;71.796,26;;;137.988,04;
45; A Comunidades Autónomas;;;;7.735,00;;14.923,58;;;22.658,58;
46; A Entidades Locales;;;;;5.153,85;;;;5.153,85;
47; A empresas privadas;;;;;50,00;;;;50,00;
48; A familias e instituciones sin fines de lucro;18.014,79;;800,00;176,00;250,00;2.298,10;;;21.538,89;
49; Al exterior;;;;148.592,80;220,72;2.025,94;;;150.839,46;
6;INVERSIONES REALES;4.850,59;;300,00;543,14;545,75;145,00;;;6.384,48;
62; Inversión nueva asociada al funcionamiento operativo de los servicios;1.850,59;;300,00;3,14;;60,00;;;2.213,73;
63; Inversión de reposición asociada al funcionamiento operativo de los servicios;2.500,00;;;;;80,00;;;2.580,00;
64; Gastos de inversiones de carácter inmaterial;500,00;;;540,00;545,75;5,00;;;1.590,75;
7;TRANSFERENCIAS DE CAPITAL;5.016,85;;110.774,50;53.715,75;526.231,05;133.632,60;643.330,00;;1.472.700,75;
74; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;100,00;;510,00;24.875,73;513.831,05;6.125,26;490.210,00;;1.035.652,04;
75; A Comunidades Autónomas;;;49.264,50;8.500,00;8.000,00;17.325,00;153.120,00;;236.209,50;
76; A Entidades Locales;;;;13.000,00;;;;;13.000,00;
77; A empresas privadas;;;;;3.000,00;;;;3.000,00;
78; A familias e instituciones sin fines de lucro;4.916,85;;61.000,00;;1.400,00;110.182,34;;;177.499,19;
79; Al exterior;;;;7.340,02;;;;;7.340,02;
8;ACTIVOS FINANCIEROS;20,00;;;1.857.464,56;938.270,00;;230.000,00;;3.025.754,56;
82; Concesión de préstamos al Sector Público;;;;1.404.696,94;253.000,00;;;;1.657.696,94;
83; Concesión de préstamos fuera del Sector Público;20,00;;;452.767,62;;;;;452.787,62;
87; Aportaciones patrimoniales;;;;;685.270,00;;230.000,00;;915.270,00;
;TOTAL CONSOLIDADO;78.671,44;3.093,49;138.044,75;2.111.248,94;1.487.455,58;238.203,33;873.330,00;;4.930.047,53;
4;TRANSFERENCIAS CORRIENTES;;;656.917,31;44,00;;57.134,96;;;714.096,27;
41; A Organismos Autónomos;;;186.828,18;;;57.134,96;;;243.963,14;
43; A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;;470.089,13;44,00;;;;;470.133,13;
7;TRANSFERENCIAS DE CAPITAL;;;932.062,96;15,00;;1.453,03;866.436,11;;1.799.967,10;
71; A Organismos Autónomos;;;98.710,70;;;1.453,03;185.608,02;;285.771,75;
73; A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;;833.352,26;15,00;;;680.828,09;;1.514.195,35;
8;ACTIVOS FINANCIEROS;;;;4.163,97;;;;;4.163,97;
82; Concesión de préstamos al Sector Público;;;;4.163,97;;;;;4.163,97;
;TOTAL TRANSFERENCIAS ENTRE SUBSECTORES;;;1.588.980,27;4.222,97;;58.587,99;866.436,11;;2.518.227,34;
;TOTAL;78.671,44;3.093,49;1.727.025,02;2.115.471,91;1.487.455,58;296.791,32;1.739.766,11;;7.448.274,87;
;;



