;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 20 MINISTERIO DE INDUSTRIA Y TURISMO;
;Programa: 421M Dirección y Servicios Generales de Industria y Turismo;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
20.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;208,56;
;11;Personal eventual;;519,92;
;12;Funcionarios;;17.391,85;
;13;Laborales;;2.487,73;
;15;Incentivos al rendimiento;;3.957,50;
;150;Productividad;;3.873,22;
;151;Gratificaciones;;84,28;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;3.534,65;
;16000; Seguridad Social;1.737,74;;
;16200; Formación y perfeccionamiento del personal;369,17;;
;16201; Economatos y comedores;87,12;;
;16204; Acción social;370,93;;
;;TOTAL GASTOS DE PERSONAL;;28.100,21;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;406,77;
;202;Arrendamientos de edificios y otras construcciones;;390,55;
;21;Reparaciones, mantenimiento y conservación;;4.107,23;
;22;Material, suministros y otros;;7.839,26;
;22109; Labores Fábrica Nacional Moneda y Timbre;22,08;;
;22502; Locales;2.125,47;;
;22601; Atenciones protocolarias y representativas;45,80;;
;23;Indemnizaciones por razón del servicio;;801,34;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;13.154,60;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;1,00;
;352;Intereses de demora;;1,00;
;;TOTAL GASTOS FINANCIEROS;;1,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;178,35;
;443;A la Fundación Centro Nacional del Vidrio. Real Fábrica de Cristales de La Granja;;178,35;
;48;A familias e instituciones sin fines de lucro;;250,75;
;480;Para concesión de becas, asistencia a congresos, cursos, seminarios y otras subvenciones;;237,37;
;481;Para premios a la innovación;;13,38;
;;TOTAL TRANSFERENCIAS CORRIENTES;;429,10;
 ; ;;;;
;6;INVERSIONES REALES;;12.654,28;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;173,94;
;830;Préstamos a corto plazo;;13,75;
;831;Préstamos a largo plazo;;160,19;
;;TOTAL ACTIVOS FINANCIEROS;;173,94;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;54.513,13;
 ; ;;;;
 ; ;;;;
20.02;;SECRETARÍA GENERAL TÉCNICA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;3.603,72;
;13;Laborales;;172,86;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;332,70;
;16000; Seguridad Social;332,70;;
;;TOTAL GASTOS DE PERSONAL;;4.170,32;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;38,81;
;22601; Atenciones protocolarias y representativas;1,81;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;38,81;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL TÉCNICA;;4.209,13;
 ; ;;;;
 ; ;;;;
20.03;;SECRETARÍA DE ESTADO DE INDUSTRIA;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;71,16;
;11;Personal eventual;;289,32;
;12;Funcionarios;;1.044,64;
;15;Incentivos al rendimiento;;776,98;
;150;Productividad;;765,81;
;151;Gratificaciones;;11,17;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;100,52;
;16000; Seguridad Social;100,52;;
;;TOTAL GASTOS DE PERSONAL;;2.282,62;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;3,74;
;22601; Atenciones protocolarias y representativas;3,74;;
;23;Indemnizaciones por razón del servicio;;80,30;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;84,04;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;4.512,96;
;440;A la Fundación Escuela de Organización Industrial (EOI);;632,93;
;441;A la Fundación Escuela de Organización Industrial para actuaciones financiadas con fondos comunitarios;;700,00;
;442;A la Fundación Escuela de Organización Industrial para promoción de los sectores creativos;;163,66;
;443;A la EOI para actuaciones de digitalización y crecimiento empresarial;;2.650,00;
;444;A la EOI para actuaciones de prosprectiva y estrategia industrial;;366,37;
;;TOTAL TRANSFERENCIAS CORRIENTES;;4.512,96;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE INDUSTRIA;;6.879,62;
 ; ;;;;
 ; ;;;;
20.10;;DIRECCIÓN GENERAL DE ESTRATEGIA INDUSTRIAL Y DE LA PEQUEÑA Y MEDIANA EMPRESAMPRESA.;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;63,79;
;12;Funcionarios;;1.260,80;
;13;Laborales;;109,12;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;240,64;
;16000; Seguridad Social;240,64;;
;;TOTAL GASTOS DE PERSONAL;;1.674,35;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;1,00;
;22601; Atenciones protocolarias y representativas;1,00;;
;23;Indemnizaciones por razón del servicio;;20,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;21,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE ESTRATEGIA INDUSTRIAL Y DE LA PEQUEÑA Y MEDIANA EMPRESAMPRESA.;;1.695,35;
 ; ;;;;
 ; ;;;;
;;TOTAL Dirección y Servicios Generales de Industria y Turismo;;67.297,23;
;;



