;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 08 CONSEJO GENERAL DEL PODER JUDICIAL;
;Programa: 111M Gobierno del Poder Judicial;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
08.01;;CONSEJO GENERAL DEL PODER JUDICIAL;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;3.027,17;
;11;Personal eventual;;3.568,76;
;12;Funcionarios;;19.660,93;
;13;Laborales;;992,59;
;15;Incentivos al rendimiento;;1.063,00;
;150;Productividad;;1.031,44;
;151;Gratificaciones;;31,56;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;2.767,17;
;16000; Seguridad Social;1.776,00;;
;16200; Formación y perfeccionamiento del personal;80,00;;
;16201; Economatos y comedores;224,48;;
;16204; Acción social;502,94;;
;;TOTAL GASTOS DE PERSONAL;;31.079,62;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;132,50;
;21;Reparaciones, mantenimiento y conservación;;1.641,69;
;22;Material, suministros y otros;;5.256,93;
;22502; Locales;194,00;;
;22601; Atenciones protocolarias y representativas;235,71;;
;23;Indemnizaciones por razón del servicio;;2.388,14;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;9.419,26;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;426,10;
;483;A Asociaciones Judiciales;;426,10;
;49;Al exterior;;12,55;
;490;Cuotas a Organismos Internacionales;;12,55;
;;TOTAL TRANSFERENCIAS CORRIENTES;;438,65;
 ; ;;;;
;6;INVERSIONES REALES;;2.270,72;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;50,00;
;830;Préstamos a corto plazo;;50,00;
;;TOTAL ACTIVOS FINANCIEROS;;50,00;
 ; ;;;;
;;TOTAL CONSEJO GENERAL DEL PODER JUDICIAL;;43.258,25;
 ; ;;;;
 ; ;;;;
;;TOTAL Gobierno del Poder Judicial;;43.258,25;
;;



