;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 08 CONSEJO GENERAL DEL PODER JUDICIAL;
;Programa: 111O Selección y formación de jueces;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
08.01;;CONSEJO GENERAL DEL PODER JUDICIAL;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;10.847,17;
;13;Laborales;;121,44;
;15;Incentivos al rendimiento;;5,15;
;151;Gratificaciones;;5,15;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;3.017,51;
;16000; Seguridad Social;2.164,80;;
;16201; Economatos y comedores;574,73;;
;;TOTAL GASTOS DE PERSONAL;;13.991,27;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;24,20;
;21;Reparaciones, mantenimiento y conservación;;318,80;
;22;Material, suministros y otros;;2.414,32;
;22502; Locales;20,00;;
;22601; Atenciones protocolarias y representativas;10,00;;
;23;Indemnizaciones por razón del servicio;;6.977,65;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;9.734,97;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;122,50;
;483;A Asociaciones Judiciales;;32,50;
;484;Ayudas a la formación;;90,00;
;49;Al exterior;;18,00;
;490;Cuotas a Organismos Internacionales;;18,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;140,50;
 ; ;;;;
;6;INVERSIONES REALES;;269,00;
 ; ;;;;
;;TOTAL CONSEJO GENERAL DEL PODER JUDICIAL;;24.135,74;
 ; ;;;;
 ; ;;;;
;;TOTAL Selección y formación de jueces;;24.135,74;
;;



