;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 08 CONSEJO GENERAL DEL PODER JUDICIAL;
;Programa: 111P Documentación y publicaciones judiciales;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
08.01;;CONSEJO GENERAL DEL PODER JUDICIAL;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;2.187,52;
;13;Laborales;;343,99;
;15;Incentivos al rendimiento;;3,15;
;151;Gratificaciones;;3,15;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;273,20;
;16000; Seguridad Social;240,00;;
;16200; Formación y perfeccionamiento del personal;10,33;;
;16201; Economatos y comedores;22,32;;
;;TOTAL GASTOS DE PERSONAL;;2.807,86;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;32,00;
;21;Reparaciones, mantenimiento y conservación;;503,60;
;22;Material, suministros y otros;;7.122,25;
;22601; Atenciones protocolarias y representativas;8,00;;
;23;Indemnizaciones por razón del servicio;;67,00;
;24;Gastos de publicaciones;;147,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;7.871,85;
 ; ;;;;
;6;INVERSIONES REALES;;260,10;
 ; ;;;;
;;TOTAL CONSEJO GENERAL DEL PODER JUDICIAL;;10.939,81;
 ; ;;;;
 ; ;;;;
;;TOTAL Documentación y publicaciones judiciales;;10.939,81;
;;



