;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 19 MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL;
;Programa: 241B Formación Profesional para el Empleo;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
19.101;;SERVICIO PÚBLICO DE EMPLEO ESTATAL;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;2.042,77;
;150;Productividad;;2.001,26;
;151;Gratificaciones;;41,51;
;16000; Seguridad Social;2.288,52;;
;16200; Formación y perfeccionamiento del personal;60,00;;
;16204; Acción social;38,20;;
;;TOTAL GASTOS DE PERSONAL;;16.912,58;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22109; Labores Fábrica Nacional Moneda y Timbre;10,00;;
;22502; Locales;200,00;;
;22601; Atenciones protocolarias y representativas;1,00;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;14.958,12;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;56.774,17;
;443;A la Fundación Estatal para la Formación en el Empleo, para gastos corrientes;;51.818,41;
;445;Reserva de gestión directa Servicio Público de Empleo Estatal. Trabajo Penitenciario y Formación para el Empleo. Iniciativas que no corresponden a certificados de profesionalidad. Cuotas de seguros, becas y subvenciones a centros (EJE 2);;4.955,76;
;45;A Comunidades Autónomas;;1.078.722,20;
;452;Gestión por las Comunidades Autónomas de iniciativas del Sistema de Formación Profesional para el Empleo (EJE 2);;1.074.160,78;
;456;Gestión por Comunidades Autónomas de servicios y programas establecidos por el R.D. 1224/2009 y desarrollo reglamentario del contrato para la formación y el aprendizaje;;4.561,42;
;48;A familias e instituciones sin fines de lucro;;957.206,46;
;482;Reserva de gestión directa del Servicio Público de Empleo Estatal de créditos destinados a programas de fomento de empleo;;394.653,89;
;483;A centros y entidades de formación y otros;;7.619,81;
;485;Gestión de servicios y programas de políticas activas de empleo en territorio no transferido;;4.932,76;
;487;Para pago de cuotas, subvenciones y bonificaciones a la Seguridad Social;;550.000,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;2.092.702,83;
 ; ;;;;
;6;INVERSIONES REALES;;978,89;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;678,89;
;743;A la Fundación Estatal para la Formación en el Empleo, para gastos de capital;;678,89;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;678,89;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;79,40;
;831;Préstamos a largo plazo;;79,40;
;;TOTAL ACTIVOS FINANCIEROS;;79,40;
 ; ;;;;
;;TOTAL SERVICIO PÚBLICO DE EMPLEO ESTATAL;;2.126.310,71;
 ; ;;;;
 ; ;;;;
;;TOTAL Formación Profesional para el Empleo;;2.126.310,71;
;;



