;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 19 MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL;
;Programa: 241N Desarrollo de la economía social y de la responsabilidad social de las empresas;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
19.02;;SECRETARÍA DE ESTADO DE ECONOMÍA SOCIAL;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;1.427,06;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;230,00;
;16000; Seguridad Social;230,00;;
;;TOTAL GASTOS DE PERSONAL;;1.718,10;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;150,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;150,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;50,00;
;441;Subvenciones a universidades y otras instituciones de carácter público para acciones de formación, difusión y fomento del trabajo autónomo, de la economía social y de la responsabilidad social de las empresas, de ámbito estatal.;;50,00;
;47;A empresas privadas;;9,60;
;470;Subvenciones a universidades privadas para acciones de formación, difusión y fomento del trabajo autónomo, de la economía social y de la responsabilidad social de las empresas, de ámbito estatal.;;9,60;
;48;A familias e instituciones sin fines de lucro;;7.883,78;
;484;Subvenciones para el desarrollo de acciones de formación, difusión y fomento del trabajo autónomo, de la economía social y de la responsabilidad social de las empresas, de ámbito estatal.;;3.070,77;
;485;Subvenciones para sufragar los gastos de funcionamiento de las asociaciones de trabajadores autónomos, de cooperativas, de sociedades laborales, de empresas de inserción y de otros entes representativos de la economía social, de ámbito estatal.;;1.813,01;
;489;Desarrollo de las medidas contenidas en la Estrategia Española de Economía Social 2021-2027;;3.000,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;7.943,38;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE ECONOMÍA SOCIAL;;9.811,48;
 ; ;;;;
 ; ;;;;
;;TOTAL Desarrollo de la economía social y de la responsabilidad social de las empresas;;9.811,48;
;;



