;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 19 MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL;
;Programa: 241A Fomento de la inserción y estabilidad laboral;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
19.101;;SERVICIO PÚBLICO DE EMPLEO ESTATAL;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;2.918,25;
;150;Productividad;;2.858,95;
;151;Gratificaciones;;59,30;
;16000; Seguridad Social;3.449,81;;
;16200; Formación y perfeccionamiento del personal;60,00;;
;16204; Acción social;38,20;;
;;TOTAL GASTOS DE PERSONAL;;23.736,20;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;202;Arrendamientos de edificios y otras construcciones;;310,00;
;22109; Labores Fábrica Nacional Moneda y Timbre;30,00;;
;22502; Locales;100,00;;
;22601; Atenciones protocolarias y representativas;1,00;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;24.163,52;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;160,56;
;352;Intereses de demora;;137,56;
;359;Otros gastos financieros;;23,00;
;;TOTAL GASTOS FINANCIEROS;;160,56;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;57,05;
;441;Reserva de gestión directa Servicio Público de Empleo Estatal. Trabajo Penitenciario y Formación para el Empleo. Oportunidades de empleo para desempleados en obras y servicios de interés general y social (EJE 3);;57,05;
;45;A Comunidades Autónomas;;1.652.800,25;
;454;Gestión por Comunidades Autónomas de servicios y programas de políticas activas de empleo: empleo y formación;;1.424.300,25;
;455;Planes integrales de empleo y otras actuaciones en materia de empleo, mediante convenios de colaboración con Comunidades Autónomas;;140.000,00;
;45510; Plan integral de empleo de Canarias;45.000,00;;
;45512; Plan integral de empleo de Andalucía;50.000,00;;
;45513; Plan integral de empleo de Extremadura;15.000,00;;
;45515; A la Comunidad Autónoma de Canarias para el plan integral de empleo de la Isla de La Palma;30.000,00;;
;458;Para la modernización de los servicios públicos de empleo, según la Ley 45/2002, de 12 de diciembre, y mejora del marco institucional del sistema nacional de empleo (EJE 6);;88.500,00;
;46;A Entidades Locales;;293.784,76;
;460;Gestión de servicios y programas de políticas activas de empleo en territorio no transferido;;8.749,63;
;461;Programa de fomento de empleo agrario (EJE 3);;285.035,13;
;47;A empresas privadas;;2.249,45;
;472;Gestión de servicios y programas de políticas activas de empleo en territorio no transferido;;2.249,45;
;48;A familias e instituciones sin fines de lucro;;2.119.900,43;
;481;A familias e instituciones sin fines de lucro;;2.700,00;
;482;Reserva de gestión directa del Servicio Público de Empleo Estatal de créditos destinados a programas de fomento de empleo;;34.106,68;
;485;Gestión de servicios y programas de políticas activas de empleo en territorio no transferido;;4.024,93;
;486;Dotación para facilitar la reinserción laboral de los trabajadores que pierdan su empleo en determinados sectores productivos afectados por la apertura de mercados y la internacionalización de la economía (VARIOS EJES);;3.168,82;
;487;Para pago de cuotas, subvenciones y bonificaciones a la Seguridad Social;;2.075.900,00;
;48703; Financiación de las bonificaciones en las cotizaciones de la Seguridad Social acogidas a medidas de fomento de empleo por contratación laboral, incluso obligaciones de ejercicios anteriores (EJE 3);2.075.900,00;;
;49;Al exterior;;402,00;
;491;Cuotas a la Asociación Mundial de los Servicios Públicos de Empleo (AMSPE) y otras organizaciones internacionales;;17,50;
;492;Cuota PIACC y otras contribuciones a la OCDE;;370,00;
;493;Cuota anual CINTERFOR-OIT, incluso obligaciones de ejercicios anteriores;;14,50;
;;TOTAL TRANSFERENCIAS CORRIENTES;;4.069.193,94;
 ; ;;;;
;6;INVERSIONES REALES;;3.610,92;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;79,40;
;831;Préstamos a largo plazo;;79,40;
;;TOTAL ACTIVOS FINANCIEROS;;79,40;
 ; ;;;;
;;TOTAL SERVICIO PÚBLICO DE EMPLEO ESTATAL;;4.120.944,54;
 ; ;;;;
 ; ;;;;
;;TOTAL Fomento de la inserción y estabilidad laboral;;4.120.944,54;
;;



