;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 19 MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL;
;Programa: 143A Cooperación para el desarrollo;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
19.01;;MINISTERIO Y SUBSECRETARÍA;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;776,92;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;117,06;
;16000; Seguridad Social;115,06;;
;;TOTAL GASTOS DE PERSONAL;;893,98;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;49;Al exterior;;300,00;
;491;Aportaciones para realización de programas y otros;;300,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;300,00;
 ; ;;;;
;;TOTAL MINISTERIO Y SUBSECRETARÍA;;1.193,98;
 ; ;;;;
 ; ;;;;
;;TOTAL Cooperación para el desarrollo;;1.193,98;
;;



