;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 32 MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES;
;Programa: 219N Gestión de pensiones de Clases Pasivas;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
32.02;;SECRETARÍA DE ESTADO DE SEGURIDAD SOCIAL Y PENSIONES;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;4.047,84;
;13;Laborales;;443,55;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;475,65;
;16000; Seguridad Social;475,65;;
;;TOTAL GASTOS DE PERSONAL;;4.967,04;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE SEGURIDAD SOCIAL Y PENSIONES;;4.967,04;
 ; ;;;;
 ; ;;;;
;;TOTAL Gestión de pensiones de Clases Pasivas;;4.967,04;
;;



