;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 32 MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES;
;Programa: 212A Pensiones no contributivas y prestaciones asistenciales;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
32.02;;SECRETARÍA DE ESTADO DE SEGURIDAD SOCIAL Y PENSIONES;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;4.100,00;
;481;Prestaciones asistenciales;;4.100,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;4.100,00;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE SEGURIDAD SOCIAL Y PENSIONES;;4.100,00;
 ; ;;;;
 ; ;;;;
;;TOTAL Pensiones no contributivas y prestaciones asistenciales;;4.100,00;
;;



