;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 32 MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES;
;Programa: 000X Transferencias y libramientos internos;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
32.02;;SECRETARÍA DE ESTADO DE SEGURIDAD SOCIAL Y PENSIONES;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;42;A la Seguridad Social;;34.721.929,32;
;420;Prestaciones socio-económicas de carácter no contributivo.;;4.352.666,55;
;42000; Aportación del Estado al presupuesto de la Seguridad Social para la financiación de los subsidios económicos para personas con discapacidad establecidos por el R.D. Legislativo 1/2013, de 29 de noviembre;7.019,10;;
;42002; Aportación del Estado al presupuesto de la Seguridad Social para financiar las prestaciones no contributivas establecidas por la Ley 26/1990, de 20 de diciembre . Pensiones, incluso para atender obligaciones de ejercicios anteriores;3.002.958,15;;
;42003; Aportación del Estado al presupuesto de la Seguridad Social para financiar las prestaciones no contributivas establecidas por la Leyes 26/1990, de 20 de diciembre y 35/2007, de 15 de noviembre. Protección familiar, incluso para atender obligaciones de ejercicios anteriores.;1.339.001,30;;
;42004; Aportación del Estado al presupuesto de la Seguridad Social para financiar las prestaciones económicas no contributivas por nacimiento y cuidado de menor;288,00;;
;42005; Aportación del Estado al presupuesto de la Seguridad Social para financiar prestaciones de orfandad no contributivas en favor de víctimas de violencia de género;3.400,00;;
;423;Aportación del Estado para financiar los complementos de pensiones mínimas del Sistema de la Seguridad Social.;;7.261.170,00;
;424;Aportación del Estado a la Seguridad Social para financiar el Ingreso Mínimo Vital.;;3.096.926,14;
;425;Aportaciones del Estado al presupuesto de la Seguridad Social en cumplimiento de la recomendación primera del Pacto de Toledo 2020;;19.888.000,00;
;42501; Aportación del Estado al presupuesto de la Seguridad Social para la financiación de la prestación contributiva de nacimiento y cuidado de menor;3.117.810,00;;
;42502; Aportación del Estado al presupuesto de la Seguridad Social para financiar las reducciones en la cotización a la Seguridad Social;1.812.340,00;;
;42503; Aportación del Estado al presupuesto de la Seguridad Social para Subvenciones implícitas a REM, SEA y contratos de formación;1.162.230,00;;
;42504; Aportación del Estado al presupuesto de la Seguridad Social para Integración de lagunas;496.080,00;;
;42505; Aportación del Estado al presupuesto de la Seguridad Social para financiar los complementos de pensiones contributivas reconocidos en el artículo 60 de la Ley General de la Seguridad Social.;939.180,00;;
;42506; Aportación del Estado al presupuesto de la Seguridad Social para Jubilación anticipada sin coeficiente reductor y sin cotización adicional;400.680,00;;
;42507; Aportación del Estado al presupuesto de la Seguridad Social para Pensiones en favor de familiares;434.420,00;;
;42508; Aportación el Estado al presupuesto de la Seguridad Social para cubrir el coste de la pensión anticipada involuntaria en edades inferiores a la edad ordinaria de jubilación;2.203.740,00;;
;42509; Aportación del Estado al presupuesto de la Seguridad Social para otros conceptos;5.559.580,00;;
;42510; Aportación del Estado al presupuesto de la Seguridad Social para complementos de prestaciones contributivas, sujetos a limite de ingresos;3.761.940,00;;
;426;Aportación del Estado a la Seguridad Social para financiar los servicios sociales del ISM;;14.633,15;
;429;Otras aportaciones a la Seguridad Social.;;108.533,48;
;42901; Cuotas de Seguridad Social y otras obligaciones derivadas de la Ley de Amnistía de 15 de octubre de 1977, incluso para atender obligaciones de ejercicios anteriores;6,01;;
;42903; A la Seguridad Social para financiar las bonificaciones de cuotas empresariales por tripulantes de buques especificados en la Ley 19/1994, de 6 de julio, de Régimen Económico y Fiscal de Canarias, incluso para atender obligaciones de ejercicios anteriores;60.000,00;;
;42904; Transferencias a la Seguridad Social para financiar las prestaciones del Síndrome Tóxico, incluso para atender obligaciones de ejercicios anteriores;23.527,47;;
;42905; Para financiar el Fondo de Compensación a las víctimas del amianto;25.000,00;;
;;TOTAL TRANSFERENCIAS CORRIENTES;;34.721.929,32;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;72;A la Seguridad Social;;1.240,20;
;726;Aportación del Estado a la Seguridad Social para financiar los servicios sociales del ISM;;1.240,20;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;1.240,20;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;82;Concesión de préstamos al Sector Público;;10.003.806,15;
;821;Préstamos a largo plazo;;10.003.806,15;
;;TOTAL ACTIVOS FINANCIEROS;;10.003.806,15;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE SEGURIDAD SOCIAL Y PENSIONES;;44.726.975,67;
 ; ;;;;
 ; ;;;;
;;TOTAL Transferencias y libramientos internos;;44.726.975,67;
;;



